,Divorced,Married,Parther,Separated,Never,Widowed
50,46.219074,14.317695,16.177044,9.570057,8.238877,5.477252
51,7.378303,15.87447,13.857646,20.048172,34.30559,8.535816
52,5.406193,12.082086,7.3324895,19.436522,10.049473,45.69324
53,12.668063,38.00954,10.264175,20.866383,9.2740965,8.917745
54,7.467755,31.960545,11.240381,27.355062,10.8036995,11.172552
55,26.7378,10.460139,36.03669,10.087867,10.812342,5.865157
56,12.9455385,15.825129,16.385708,17.447424,29.433456,7.9627476
57,20.08705,15.706822,12.599961,16.675531,7.9823093,26.948324
58,17.223736,13.783651,12.702198,17.39247,19.58021,19.317734
59,9.893303,37.82592,10.238502,22.401888,11.476716,8.163679
60,15.32456,16.517126,35.065384,15.555933,10.996029,6.540974
61,9.717625,24.686405,9.884327,28.32516,12.173397,15.213095
62,20.626146,15.422058,30.02571,13.50296,14.8501005,5.573031
63,8.100027,30.84568,8.982157,25.73514,9.203058,17.133938
64,43.43111,14.327346,13.250308,11.063386,10.703175,7.224678
65,10.450051,35.993797,8.381421,22.628181,11.674719,10.871825
66,6.528742,17.650608,6.7664294,21.807858,10.278127,36.96824
67,7.9710565,26.321285,7.820569,26.493984,15.612886,15.780219
68,8.659688,15.398033,15.169999,17.565928,35.90732,7.29903
69,12.825272,11.793084,43.644894,13.864332,10.635466,7.23695
70,12.928992,11.669981,32.707947,17.014952,12.485842,13.192286
71,26.260906,21.32978,18.347712,16.300783,9.797158,7.963653
72,5.9979157,12.811255,11.925588,23.036448,27.621159,18.607634
73,11.102007,12.369378,8.791604,16.173456,8.758688,42.804863
74,19.07279,11.434622,14.174257,14.857791,10.075101,30.385435
75,6.5061593,9.074812,9.543866,15.99995,10.74431,48.130905
76,11.6649065,38.19878,10.296819,20.725077,11.496676,7.617753
77,10.378919,18.907747,25.031466,23.6551,11.44303,10.583737
78,13.963905,18.823465,28.41682,19.47188,8.486119,10.837811
79,17.380451,12.343234,24.771732,16.958172,13.721376,14.825029
80,8.13091,17.438631,11.591286,24.657078,8.407017,29.77508
81,8.515156,9.201888,11.201228,15.467222,10.324123,45.290382
82,10.88087,39.51755,10.221251,21.292564,10.116582,7.9711766
83,6.221512,9.9217,10.248516,18.010345,10.488586,45.109344
84,16.46421,35.624893,10.275232,18.792633,10.771658,8.07138
85,9.541931,20.965511,10.01178,21.934128,27.386444,10.1602
86,11.5801525,11.683358,16.498028,17.360731,8.362354,34.515385
87,6.801332,18.00247,13.082807,24.361532,27.645245,10.106609
88,16.208544,10.541175,42.198353,12.617695,9.967353,8.466883
89,7.43231,30.362076,9.752803,27.029388,9.575,15.848417
90,30.3282,9.978334,33.919758,9.674912,9.783205,6.315594
91,8.451028,15.302533,9.538546,17.82503,39.17317,9.709694
92,7.006052,14.00884,7.8377814,20.190605,8.7948675,42.161854
93,14.317578,21.942287,10.185428,17.997885,26.620964,8.935865
94,39.70639,9.619553,25.40075,9.153991,8.88141,7.237902
95,22.265587,17.643536,21.31483,14.200642,18.84828,5.7271233
96,8.254738,29.73146,14.405015,26.641623,10.620662,10.346508
97,8.802835,36.23058,9.028075,24.122042,11.390155,10.426313
98,6.3810706,15.721804,8.196672,21.860342,8.483685,39.356422
99,41.528053,18.073645,14.590828,11.537403,7.7171574,6.552911
100,7.55904,30.334717,10.023021,24.646503,18.079231,9.357478
101,19.241137,31.699797,15.714303,17.32623,9.553689,6.4648523
102,23.331224,26.80306,13.10299,17.294975,11.333942,8.133806
103,17.447184,9.979263,19.40325,14.791402,14.381952,23.996954
104,14.832786,16.95926,30.761131,16.072083,15.13989,6.234854
105,12.964806,19.170622,22.563309,18.374153,20.234169,6.6929436
106,8.909364,32.860886,8.596009,23.887665,15.82493,9.921145
107,12.499392,13.535051,12.071527,19.618664,17.359997,24.915365
108,20.942278,16.409376,17.199158,17.34459,7.4994683,20.605135
109,11.131463,11.186945,16.004622,13.18741,40.96024,7.529309
110,5.5499883,9.933493,8.059912,17.1836,11.597412,47.675594
111,11.688833,36.159405,13.079312,21.019869,10.878945,7.1736298
112,41.01005,14.034666,21.673021,10.204989,7.471437,5.605837
113,28.403795,11.740089,30.842463,11.365926,11.365355,6.282369
114,44.87499,12.276297,20.000805,9.034629,8.713317,5.0999727
115,10.4608755,37.518456,9.8690815,22.366032,10.619867,9.165684
116,12.198583,10.60723,40.832226,14.234835,13.069898,9.057224
117,25.338963,22.820179,19.689661,14.686817,11.845126,5.6192594
118,10.087638,11.930655,18.906757,19.755245,10.723171,28.59654
119,8.81949,10.915471,21.05162,19.59899,14.199109,25.41532
120,6.2406087,16.200397,8.3816595,26.626884,16.312153,26.238293
121,7.584809,25.969494,7.9027705,27.902626,13.204515,17.43579
122,7.0955625,11.349483,10.208353,15.792933,42.553757,12.99991
123,29.837307,26.192081,14.237726,14.211875,9.255108,6.265896
124,9.271148,36.594456,9.7479725,23.613688,10.911279,9.861464
125,7.212735,32.44504,9.382887,27.282671,10.969271,12.707393
126,19.495623,9.161804,39.17111,11.074786,13.046819,8.049858
127,12.524798,11.763303,11.505708,16.028978,8.237037,39.940174
128,9.678182,22.72344,21.777403,21.331856,17.021164,7.4679537
129,7.65463,24.115877,8.611778,24.292604,23.879854,11.445251
130,8.046505,34.218483,11.145183,26.051235,11.87409,8.664501
131,45.097523,10.85099,20.08609,8.491937,9.953549,5.519914
132,17.733988,12.352131,39.031277,12.526234,11.907063,6.4493127
133,11.96574,34.25213,14.726585,21.145138,10.540369,7.370037
134,6.4910703,9.673766,13.060552,18.398773,23.68435,28.691492
135,11.525394,34.151287,14.211731,22.057415,9.35442,8.699752
136,7.8726897,13.210395,7.5812736,17.854109,8.523915,44.95762
137,28.252893,12.681534,28.427908,12.079061,12.145315,6.4132943
138,15.287253,10.367051,28.537352,15.324772,10.69803,19.785543
139,8.161062,12.324495,13.675536,15.216796,42.62805,7.9940557
140,16.996391,11.079957,35.790527,12.1133375,17.867664,6.1521163
141,8.492355,10.879118,12.4137535,18.411081,10.415377,39.388313
142,15.813443,13.71655,37.339108,13.675475,13.491124,5.96429
143,7.6977687,28.652313,13.097217,27.547157,9.85692,13.148621
144,11.427514,36.83844,11.3529415,21.517197,10.69666,8.1672535
145,11.7488575,12.820448,37.651142,16.624546,10.647593,10.507412
146,10.7755995,11.599336,36.308674,15.659791,16.77771,8.878894
147,33.86573,13.015856,15.13919,11.120816,19.666317,7.1920857
148,11.310716,19.333435,9.089062,18.388136,31.31682,10.5618305
149,10.201495,10.054968,16.545156,14.726736,37.58112,10.890523
150,10.940325,14.915769,28.208801,20.581795,9.727879,15.625426
151,22.247156,19.673977,11.848509,15.9389305,21.358343,8.933086
152,40.669987,9.231761,23.425528,8.765526,10.796005,7.111189
153,12.604737,13.737288,29.352451,18.233965,8.730709,17.34085
154,26.83881,12.328254,33.033325,11.692823,9.735754,6.3710203
155,36.93248,21.854507,12.944062,12.703107,8.499326,7.066516
156,5.3042455,13.5455265,8.0393,22.942923,11.464305,38.703697
157,8.479332,10.606692,14.133193,14.771405,43.182686,8.826692
158,8.124958,11.142608,8.853979,17.933681,16.705896,37.238876
159,9.865541,38.00632,9.614656,23.01311,9.897237,9.603135
160,9.826122,28.021008,18.528513,22.945429,12.693639,7.9852858
161,11.076659,28.619682,19.0782,22.37565,11.053053,7.796751
162,7.1752844,28.05738,9.971386,29.01615,15.61127,10.168524
163,7.123793,14.041862,7.686991,21.301102,15.246047,34.600212
164,14.175074,11.125617,41.361084,13.234465,12.467418,7.636343
165,7.215257,15.3116865,17.017357,27.3744,13.36672,19.71458
166,10.446891,12.629779,26.832584,15.62802,27.020868,7.4418573
167,17.290422,12.5645275,39.49907,13.418263,9.031876,8.195844
168,19.838772,9.415976,39.03774,11.332246,12.385129,7.9901404
169,13.70828,14.930625,27.172848,19.602863,13.873204,10.712172
170,12.379243,38.068356,9.476592,20.946451,10.024521,9.104835
171,6.502418,29.14409,9.134076,28.786108,14.012297,12.421017
172,6.512294,21.372967,7.9351,26.55932,10.156258,27.464056
173,8.340352,14.945661,9.518882,17.697428,39.697514,9.800164
174,14.928699,36.72313,10.533169,19.688786,9.557496,8.568725
175,7.610363,13.367335,9.334305,19.289246,7.7517643,42.64699
176,20.309847,15.380181,15.686403,13.878505,27.908537,6.8365326
177,6.4513736,9.319572,10.3570175,17.150347,22.454813,34.26687
178,17.718323,9.897592,39.690105,11.498559,14.276587,6.9188395
179,9.145342,8.905622,19.742975,15.444541,29.03942,17.722103
180,6.7398233,30.758121,9.672225,27.502638,12.443129,12.884063
181,23.187252,10.974459,35.904736,10.781893,13.557116,5.594549
182,5.5094695,10.758743,7.3091073,18.180054,13.075707,45.16692
183,45.80566,11.6234455,19.66706,8.549756,8.91763,5.436453
184,8.393377,32.875328,9.023473,26.101252,9.2377405,14.368831
185,15.31166,15.227739,29.571918,18.467564,10.336729,11.084385
186,18.229551,33.3888,10.36849,18.098946,11.995529,7.9186773
187,13.500137,24.242981,13.614861,19.904768,21.185413,7.551841
188,11.41438,34.210052,14.147885,21.192047,12.074871,6.9607563
189,31.60587,23.521729,14.473276,14.595313,7.988637,7.8151717
190,21.106216,27.79322,18.838562,16.246435,10.0997505,5.91582
191,14.514464,20.572474,27.89497,18.44149,11.450747,7.1258454
192,8.932422,13.305245,11.01056,15.044524,43.508106,8.199141
193,6.901648,14.789526,9.547279,23.609451,9.270682,35.881413
194,45.15887,12.80278,17.310835,9.2412615,10.320211,5.166041
195,11.278121,31.354458,16.60739,21.650337,12.02879,7.080907
196,13.448009,35.68214,12.425295,19.794,11.716654,6.933897
197,9.379821,30.906883,15.634977,24.322956,10.511356,9.244003
198,12.039434,30.65637,15.116462,22.257895,12.376417,7.553424
199,4.9586186,12.270067,8.924861,21.466919,22.934278,29.445257
200,6.773868,12.033305,10.650415,19.429483,8.324602,42.788322
201,18.721018,16.06786,30.862062,14.53017,13.8217,5.997185
202,13.365216,16.921312,27.879963,19.0384,14.7025,8.092601
203,20.399227,19.655714,14.715451,19.518307,13.646108,12.065192
204,8.44519,30.621927,9.343332,25.341415,8.786761,17.46137
205,21.096617,9.309303,35.77803,11.794385,11.804294,10.217367
206,6.948957,9.189621,12.256512,17.261414,21.724125,32.619373
207,7.724558,10.018813,12.080483,14.839777,43.732677,11.603684
208,5.0687494,10.644914,8.643583,19.505516,15.298538,40.8387
209,7.0754347,31.992828,9.871826,28.105125,12.399702,10.555087
210,7.2234573,14.254065,10.063982,17.33398,42.101345,9.023174
211,10.355594,37.04779,9.533439,22.753218,10.154789,10.155172
212,8.494907,11.181846,9.525422,15.905201,38.45942,16.433199
213,8.10357,11.842467,9.590028,15.439214,42.73419,12.290527
214,32.393166,21.397213,13.13799,14.479958,10.872459,7.7192135
215,7.7625675,10.678799,16.235514,20.099678,16.655306,28.568134
216,16.080818,13.60748,37.785236,14.97746,8.903471,8.645536
217,10.693095,32.24223,8.546528,22.974392,14.694164,10.84959
218,7.0152655,12.583216,8.887872,18.931473,7.944516,44.63766
219,11.494771,28.913847,13.197801,20.62052,18.93727,6.835792
220,25.493904,9.041762,33.769833,10.258409,13.964915,7.4711823
221,8.571081,34.734123,9.075896,24.060913,12.949014,10.608968
222,40.413414,19.285492,14.145584,11.677854,7.646048,6.831613
223,9.913042,28.039429,15.214963,26.040432,12.168605,8.623536
224,23.436504,11.8286495,37.4169,11.033802,10.599896,5.6842446
225,9.578331,11.19186,21.355036,18.490913,10.227171,29.156689
226,8.029898,16.3781,8.736978,18.623432,37.183178,11.048414
227,15.089557,17.083912,33.47445,16.93332,8.827673,8.591091
228,9.462015,35.62002,10.881029,23.30866,11.516804,9.211469
229,12.980019,21.8159,17.969135,23.56861,14.208476,9.45785
230,11.3235,17.931293,19.581747,19.133703,24.751892,7.277871
231,9.557506,35.89618,8.367788,23.796228,10.664711,11.7175865
232,30.286547,11.2386675,32.939236,10.104594,9.867886,5.5630717
233,10.210226,17.956339,9.369331,17.774548,35.15067,9.538892
234,10.382954,18.149736,13.185877,21.676914,27.036486,9.568024
235,14.84956,15.566105,36.984173,15.451564,9.903946,7.2446585
236,8.014984,10.206272,12.234058,14.401444,45.09285,10.050394
237,11.205733,29.187923,12.110833,21.720741,18.234522,7.540249
238,10.9569435,26.54987,9.8198,23.417475,7.70291,21.553009
239,13.137056,10.113936,12.331747,14.872896,10.170179,39.37418
240,9.330292,37.045765,9.345687,22.996435,12.827571,8.454249
241,9.570434,10.888629,14.961736,13.70079,42.596245,8.282166
242,10.234608,12.9258175,12.144908,20.645962,13.836212,30.212488
243,7.0969725,29.624573,12.296985,26.91274,12.96663,11.1020975
244,8.381617,29.06242,9.0726,25.865763,8.6576605,18.959938
245,36.3065,9.913306,22.587948,10.671366,9.889091,10.631795
246,12.527932,16.39506,9.22361,19.881554,12.371933,29.599915
247,15.959075,36.076603,11.012068,19.029736,10.031545,7.8909755
248,10.8781805,32.301254,15.33507,23.189936,8.957015,9.338543
249,8.459607,10.753101,11.52455,14.350778,43.462536,11.449428
250,21.828758,23.124733,23.901043,15.308089,10.080608,5.7567677
251,45.19526,15.445084,14.470898,10.39948,7.345883,7.1433964
252,10.323633,35.383205,9.685076,23.13384,9.628144,11.846099
253,8.201214,33.14931,7.951103,25.350792,12.639661,12.707912
254,9.157138,34.84934,9.630715,24.298365,9.699479,12.364975
255,24.181362,14.015425,27.252102,14.495863,11.825382,8.229872
256,7.9941444,12.44463,9.522216,15.723738,43.479485,10.835784
257,7.0225058,21.136183,8.205493,26.536098,9.783836,27.315886
258,32.786064,12.735079,22.493902,10.7836275,15.774335,5.4269953
259,17.410585,14.313772,37.584583,13.423464,11.2127905,6.054799
260,10.057155,13.26095,24.721087,21.494772,12.049847,18.416191
261,9.084461,32.03308,8.798472,24.766586,8.95045,16.366955
262,5.524137,15.585004,9.395305,25.062859,10.357777,34.074924
263,23.362183,28.451221,12.110798,15.971084,13.422279,6.6824317
264,7.228607,29.467731,8.85094,27.23267,16.28011,10.939946
265,16.01271,15.625666,12.2965145,19.310974,11.633613,25.120508
266,7.843555,14.815529,13.59015,17.29721,38.73925,7.714303
267,8.418317,12.16953,17.212763,15.501055,38.625103,8.073232
268,13.45178,10.389336,22.968464,13.449242,31.417576,8.323603
269,10.009935,17.50948,29.38198,21.206865,11.714686,10.177052
270,45.2463,15.219426,14.905827,9.792339,9.179408,5.6567054
271,6.469179,19.581709,13.459304,31.194633,12.356289,16.938889
272,37.23891,16.772053,12.214656,12.989588,8.599238,12.185541
273,8.971334,27.714725,9.074101,23.362112,21.104164,9.773566
274,8.834753,16.12277,25.272339,23.601038,11.841818,14.327277
275,11.10083,26.689465,17.168375,20.671469,17.788965,6.5808997
276,9.490946,38.008526,11.146741,22.693933,11.072968,7.586889
277,6.285453,19.285772,8.086176,28.35623,12.548238,25.438133
278,7.8768306,20.890512,8.7954855,22.27181,29.033236,11.13213
279,12.462159,21.101952,28.29683,19.402145,10.154063,8.582847
280,25.273487,29.860067,11.455343,15.901305,9.885622,7.6241693
281,21.02511,9.484153,38.74556,11.362092,10.51567,8.867415
282,35.583202,11.637476,18.257893,11.304847,15.418461,7.798122
283,7.8176317,13.234155,10.007085,15.883768,42.50144,10.555923
284,9.639916,11.730786,10.451479,14.34283,43.379704,10.455286
285,9.776996,21.066845,23.930569,23.544483,10.327693,11.35341
286,6.2005258,10.122533,11.553411,17.675512,33.909763,20.538256
287,5.755311,19.746206,9.250595,26.342403,10.017686,28.8878
288,8.206396,12.635679,10.766623,15.214221,43.3098,9.867285
289,31.718567,14.260328,25.120232,11.523539,12.03705,5.340287
290,11.534893,18.523724,19.307337,18.496517,25.32292,6.8146124
291,18.57397,33.901394,11.399082,17.636675,11.467105,7.021779
292,7.7685647,12.996587,12.910676,16.03668,42.417053,7.8704414
293,13.945624,12.613344,15.106104,15.216414,33.77188,9.34663
294,20.315365,9.334481,37.967636,11.273001,13.06963,8.03989
295,32.68315,13.782422,26.78112,11.914112,7.3996224,7.4395695
296,5.571031,13.019167,7.067769,19.461159,10.25836,44.62251
297,10.361919,13.501829,10.681858,18.764906,8.54288,38.1466
298,27.904266,27.575624,13.195226,14.82727,9.995104,6.5025144
299,9.729428,13.769616,13.277795,22.204216,23.18521,17.83374
300,15.178958,21.019268,29.203615,17.564167,9.942495,7.0914927
301,46.762962,11.771545,18.501694,8.676487,7.8471622,6.4401517
302,6.5495744,20.677427,12.299151,28.151146,21.279554,11.043143
303,7.4854336,27.038828,8.110636,25.001165,20.152382,12.21155
304,9.003297,11.580659,25.84337,19.639668,18.603403,15.329601
305,9.041999,35.24407,9.479346,23.310661,13.69714,9.226777
306,6.6165915,17.028952,10.64472,29.96857,11.175719,24.565454
307,22.447401,31.252876,12.414319,17.175795,7.8637533,8.845854
308,13.8277235,22.527971,13.388668,21.006561,20.301287,8.94779
309,8.121563,11.838094,11.114192,14.891078,44.074486,9.960589
310,16.75597,12.356701,39.66504,12.790625,11.922351,6.5093093
311,40.447243,17.569838,13.305195,12.123631,7.4458456,9.10824
312,17.016434,13.626986,26.113092,15.812715,19.12845,8.302325
313,11.2616825,14.9522085,29.966387,16.365355,20.612513,6.841854
314,5.071029,10.48297,8.347572,18.38564,12.631154,45.08164
315,6.29018,10.122155,10.565042,16.879782,35.767315,20.375525
316,6.656763,12.3723,9.586818,16.734869,40.82036,13.828886
317,13.561347,37.284187,11.90808,19.620365,10.416177,7.20984
318,12.052115,14.021333,34.13852,17.635363,9.670013,12.482656
319,5.222727,11.409434,8.338252,19.624767,10.207179,45.197643
320,7.963052,11.685474,10.372126,14.989305,45.178226,9.811826
321,5.9033213,9.457188,10.46291,17.478504,11.617215,45.08086
322,6.8641,17.119549,11.550687,24.864275,28.459,11.142384
323,17.86917,8.757029,26.203617,13.095167,16.978,17.097021
324,5.907561,10.742428,8.502204,18.401894,24.970184,31.47573
325,18.045197,10.576539,37.99694,13.075514,9.177723,11.128092
326,5.6099834,12.841572,10.472591,20.994295,33.57968,16.501873
327,5.3240175,10.311093,7.8848934,18.21181,15.049786,43.2184
328,14.608164,27.502214,19.08467,21.016975,9.339751,8.448228
329,7.0695667,18.350075,8.478281,22.691633,8.155053,35.255398
330,5.608158,16.505674,7.938471,23.195648,9.666254,37.085796
331,42.50097,10.142328,21.70023,9.18018,7.788617,8.687672
332,8.047946,14.64128,7.590475,20.48788,13.30355,35.92887
333,5.7201223,14.944453,8.483091,24.49271,10.4286375,35.930984
334,7.7051616,18.331593,13.591077,32.47286,11.668568,16.23075
335,11.653187,26.780233,18.310358,23.992624,9.022354,10.241252
336,10.189284,30.242294,11.398773,23.320692,16.780685,8.068266
337,8.382792,34.804367,8.5990305,24.724766,11.6274185,11.861631
338,11.943328,36.925865,10.558051,21.513401,9.871333,9.188018
339,10.324318,14.613494,8.694976,18.329721,8.447086,39.5904
340,9.701151,35.07038,11.4099245,22.457262,13.859196,7.5020895
341,10.06884,11.338747,15.754228,13.871259,41.510292,7.4566336
342,6.729168,29.40135,8.69104,28.946745,11.3408375,14.890856
343,5.356768,11.506124,11.486208,21.428524,24.079739,26.142635
344,15.286027,15.169236,19.802608,19.420853,18.933088,11.388191
345,12.579857,11.094933,39.405666,13.978129,15.368763,7.572654
346,17.5166,22.339016,11.478754,20.879612,13.683562,14.10245
347,23.69855,25.846403,12.467495,15.641676,15.719353,6.6265287
348,31.15657,11.766486,19.129436,12.791869,8.42194,16.733692
349,9.667013,11.729951,13.4637375,13.8984785,43.345924,7.8948975
350,6.823504,25.441933,7.533758,27.38569,14.655667,18.159447
351,9.970604,11.546667,10.933397,17.144432,8.8253145,41.57959
352,12.332675,13.237892,38.28632,15.317379,13.072525,7.753203
353,5.050229,11.487687,8.981268,19.94466,11.155297,43.380856
354,11.087271,33.78771,9.044741,22.157536,14.549436,9.373318
355,10.936316,10.6576185,17.699905,17.380201,25.788671,17.537289
356,9.663406,35.211525,9.416749,23.740934,9.718792,12.248598
357,17.510574,16.33758,35.051285,14.878462,9.495676,6.7264223
358,5.824514,12.6044035,8.17508,21.091377,22.858984,29.445639
359,22.705906,15.938839,17.936172,14.53966,21.791199,7.0882306
360,10.486877,36.61816,9.112326,22.223614,12.115549,9.44347
361,37.99249,20.738022,14.51713,11.8949585,9.040991,5.816415
362,16.696436,22.80796,11.722199,17.594357,23.257992,7.9210577
363,15.792802,34.97059,10.980077,18.613451,12.562405,7.08067
364,10.422569,9.515983,20.602419,16.220917,11.212216,32.025898
365,15.826559,34.399338,14.426056,18.981749,9.217204,7.1490965
366,16.843636,32.10431,10.070137,20.095558,9.235379,11.650984
367,9.08962,13.348734,10.544331,16.855246,40.27592,9.886147
368,6.4147725,14.610836,7.2376766,20.050476,8.980812,42.70543
369,7.261838,31.911129,10.003659,29.079205,11.161065,10.5830965
370,36.078777,10.21884,29.022137,9.5112505,8.124629,7.0443654
371,6.7064447,19.120186,11.745292,33.981876,11.800485,16.645708
372,19.290962,33.7983,11.794325,17.435265,10.6805,7.000637
373,9.968494,14.079377,23.948929,22.374226,11.412328,18.216646
374,8.744461,12.90027,9.9862,15.2472105,43.773224,9.348633
375,5.105135,10.504928,8.8523445,18.979372,12.104584,44.45364
376,6.9407573,12.801334,10.526703,16.51765,43.550987,9.662565
377,14.030687,18.220507,27.548569,16.846281,17.160234,6.193719
378,8.130914,22.555122,10.264399,22.092632,28.148207,8.808723
379,41.30521,16.464092,14.566389,10.5233555,11.653126,5.48783
380,30.86604,14.393403,12.663746,13.061426,18.524096,10.491295
381,6.8405023,9.323499,9.920318,16.180449,9.779096,47.95613
382,20.529142,22.279222,12.488218,15.173617,23.09246,6.4373417
383,11.95719,29.544249,17.440125,21.552414,12.413384,7.0926347
384,6.1080956,9.727609,9.151499,16.70246,10.209016,48.101322
385,5.991974,22.951225,11.011593,31.077587,12.591505,16.376118
386,14.920588,10.215124,40.261715,12.447329,14.892165,7.2630854
387,16.083593,22.316221,11.877775,17.32452,24.81875,7.5791426
388,19.989712,9.665344,39.891407,11.2068815,11.20007,8.046588
389,25.655005,22.601648,20.275663,14.551113,11.315909,5.600656
390,7.1573677,14.559894,8.516744,18.097456,38.831738,12.836801
391,5.8870153,22.213589,8.160567,25.936054,22.366928,15.435841
392,16.863668,11.934382,11.88582,13.511915,33.93825,11.865961
393,14.173964,11.631312,26.409563,16.80843,9.406841,21.56989
394,17.580004,10.196509,41.117905,12.302823,9.867071,8.935682
395,6.2754197,28.312334,8.750793,28.479826,12.804267,15.3773575
396,6.27715,22.481123,7.9986506,28.954834,12.108418,22.179825
397,5.7483206,11.621438,8.604732,21.034843,15.367362,37.623302
398,8.374299,19.195122,9.505174,19.415682,34.395157,9.114567
399,12.166267,11.476658,10.338597,15.860936,9.404278,40.75326
400,8.9516115,34.088604,12.133627,25.62829,10.698489,8.499382
401,14.369459,32.85137,10.223361,19.21453,15.81712,7.524158
402,12.064857,35.524475,10.732482,20.393232,14.051401,7.2335453
403,13.379763,13.165611,24.305445,19.015337,9.849871,20.283968
404,7.398466,27.479279,8.457624,29.530716,13.305637,13.82827
405,12.2287245,38.52947,10.541674,20.861248,9.312725,8.526154
406,23.19847,9.506951,30.304209,12.207254,13.10104,11.682082
407,7.9597144,9.75372,11.8397255,14.869155,41.538574,14.039113
408,16.370445,13.316433,23.511028,17.513042,8.726507,20.562542
409,17.306541,23.3034,16.831644,19.587236,14.923051,8.0481205
410,6.381036,14.134715,8.242735,22.411083,23.835203,24.995226
411,6.179548,11.110005,7.2276473,17.406364,9.483933,48.592503
412,11.236704,21.615553,19.446388,25.249702,9.316149,13.1355
413,27.278938,24.87328,11.7973385,14.92884,14.063942,7.057659
414,35.70953,21.859211,15.122303,12.407063,9.205715,5.696171
415,9.524789,10.413986,11.913833,14.0710535,43.708878,10.367455
416,6.2049203,19.736816,11.546208,23.828482,28.077047,10.606524
417,23.383703,27.762535,12.452866,16.854338,11.855732,7.690836
418,15.939297,35.617943,11.439326,19.571869,8.368679,9.062881
419,6.869145,15.759442,10.16263,25.710789,25.532124,15.965873
420,26.177242,10.194276,35.94441,10.008794,11.803759,5.8715267
421,33.270107,9.954335,27.872314,10.365504,7.921403,10.616331
422,21.283253,19.147228,19.58333,15.088083,18.904463,5.9936423
423,11.406352,32.497272,11.030608,22.966726,13.452363,8.646672
424,9.654724,13.767997,10.847389,14.928259,42.491646,8.309982
425,17.496687,24.423767,23.98085,17.816711,9.160605,7.1213746
426,14.622823,34.926968,13.558793,19.030922,11.315127,6.545374
427,7.2004333,18.425264,7.827752,22.459446,8.547672,35.53944
428,37.55007,9.589267,26.827744,8.87014,11.142558,6.0202165
