,White,Black,Mexican,Other,Hispanic
209,7.353732,73.51178,6.321184,9.053046,3.760263
210,17.466873,45.622337,12.468558,15.301512,9.140718
211,47.9379,6.787931,26.877817,6.953328,11.4430275
212,13.375852,5.6902103,66.68463,6.4511256,7.7981853
213,4.791333,12.4503,11.536701,57.972908,13.248755
214,11.179237,4.7615905,67.56324,7.657488,8.838445
215,5.9631653,76.68153,5.0633335,8.45464,3.837335
216,4.8326383,9.108956,8.636483,38.612617,38.80931
217,3.3454306,17.099018,5.859365,59.586834,14.109351
218,8.678725,74.509094,5.357961,7.7506227,3.7035902
219,34.243263,5.5738726,47.69977,5.330186,7.152911
220,3.1630964,6.724343,5.7058682,59.658962,24.74773
221,71.3231,7.00929,13.655874,3.5892699,4.422475
222,3.2491007,12.33564,5.38465,62.575584,16.455027
223,6.0106516,9.0277605,8.301227,57.66963,18.99073
224,17.124529,5.7845397,64.4052,5.885609,6.8001213
225,32.644585,4.872718,32.080425,8.500292,21.901983
226,3.3548918,6.437204,8.470353,61.934887,19.80266
227,14.279784,3.7005165,63.732975,7.1763287,11.110396
228,9.172594,5.250145,21.215124,20.502327,43.859814
229,72.204414,7.2899446,12.235103,3.7925966,4.4779377
230,6.7216425,5.5823984,18.550188,16.651726,52.49405
231,3.2835834,7.7150607,5.4111533,56.577515,27.012682
232,71.88718,5.6300306,13.031433,3.6263883,5.824966
233,44.59486,13.352942,25.572002,8.262723,8.217473
234,3.2619796,6.9576883,6.421124,67.36776,15.991447
235,53.93523,9.523598,28.316196,3.8060756,4.4189034
236,5.7316294,32.43001,9.408653,41.172768,11.256943
237,3.645303,4.0968943,9.339074,36.05497,46.863766
238,53.223904,7.93136,17.677399,10.115394,11.051948
239,3.7134628,5.1335917,7.422172,50.950897,32.779877
240,47.181732,12.2773285,26.250086,6.348676,7.9421787
241,5.975188,60.88922,5.175031,18.611872,9.348693
242,67.77471,6.602481,13.520985,5.374416,6.7274036
243,10.7679,64.318,9.377442,9.766589,5.770067
244,5.180783,3.3273942,8.492843,15.928522,67.07046
245,26.257318,8.494474,23.891613,20.721235,20.635353
246,12.032442,7.8356514,40.642677,16.008709,23.480522
247,7.7449946,32.574482,7.912511,39.332848,12.43516
248,44.535297,31.373697,12.705621,5.8474317,5.5379477
249,24.60164,6.3047915,56.55545,6.221044,6.317079
250,3.2479384,9.499435,5.194459,63.57072,18.48745
251,5.764936,75.70613,4.8338704,9.361037,4.334026
252,63.381844,6.099955,22.285437,3.4341347,4.7986326
253,18.334984,6.5211387,62.47119,6.3178787,6.354806
254,7.4932218,74.77838,4.6823435,9.040882,4.0051713
255,48.01702,5.5345526,31.398123,6.397955,8.652345
256,5.5374265,68.13974,5.568544,14.526126,6.228171
257,19.177488,3.7820015,54.055874,7.9776845,15.006945
258,8.49139,73.98119,6.2563906,7.7039332,3.5670865
259,9.985125,61.043007,6.668769,15.256924,7.046186
260,22.48897,25.313631,34.458054,8.740866,8.998476
261,48.26204,24.306578,13.367449,6.9386916,7.125251
262,6.9744215,75.54625,5.704315,8.067398,3.7076137
263,2.897223,7.091865,5.604682,60.45103,23.955198
264,10.207191,17.204138,30.583206,28.178614,13.826847
265,7.690224,6.537164,11.562978,15.457175,58.75246
266,5.868458,26.570522,12.02327,42.69014,12.847614
267,5.11534,3.2598279,8.369891,17.460363,65.79458
268,71.023926,6.2225647,12.329892,4.3001814,6.12344
269,34.768436,7.428474,39.99303,7.256932,10.553126
270,72.6031,7.086444,12.4389715,3.2662783,4.605192
271,40.109474,5.739884,42.05114,5.205384,6.8941207
272,7.654401,11.710086,28.91373,30.46679,21.255
273,16.49357,31.911951,26.94529,15.627028,9.022159
274,32.565655,18.637749,26.79907,11.211601,10.78592
275,3.4490983,6.5059624,7.6792784,64.32722,18.03844
276,63.72936,10.92158,16.680782,4.0575852,4.610692
277,6.969305,4.95833,10.339708,14.012243,63.720406
278,3.3346136,7.334867,8.054654,63.389374,17.8865
279,12.360125,4.0932074,68.3343,6.4254227,8.786947
280,4.1712694,4.5257573,6.6080117,22.039381,62.65558
281,71.070465,6.656135,14.7079525,3.310565,4.254882
282,69.03384,10.2476225,10.905546,4.4061556,5.406839
283,6.9805465,15.17912,18.15533,34.989574,24.695427
284,21.939976,45.64439,18.477825,8.89981,5.037995
285,26.550058,5.2595525,56.207752,5.4642625,6.5183773
286,64.08249,15.003326,12.2644205,4.073482,4.5762887
287,15.130896,25.25428,27.7969,18.248236,13.569687
288,5.02292,72.46403,4.7374034,12.545059,5.230582
289,6.924127,9.5223,12.304579,45.246212,26.002789
290,19.944254,5.4416723,60.651745,6.6604958,7.301835
291,10.728204,11.0057955,16.29402,20.643919,41.328068
292,70.8141,6.1296444,14.687716,3.697549,4.670988
293,3.8054433,17.259048,6.8008213,59.558167,12.576522
294,55.68363,5.4855766,29.080385,4.0421,5.708309
295,15.331188,56.900112,9.980486,11.880335,5.907873
296,71.66158,8.497772,11.168407,3.7110243,4.9612117
297,4.8440347,3.6155245,7.4043093,19.124262,65.01187
298,4.535152,7.8388095,8.292407,62.66366,16.669968
299,25.360525,10.323182,42.539127,10.548116,11.2290535
300,5.2773933,3.4763443,8.305986,14.819004,68.12127
301,28.536758,43.907326,13.141015,7.886586,6.5283117
302,5.163531,14.120172,6.5879493,59.609455,14.518889
303,4.815182,5.78264,13.1635685,44.07225,32.166367
304,37.781506,6.2419105,39.30692,6.6350503,10.034623
305,13.609834,6.0413747,65.16114,7.2855415,7.9021072
306,9.354637,4.49043,32.002213,16.880184,37.27253
307,13.002123,3.960822,65.559074,7.4446626,10.033319
308,7.1589956,14.912501,11.824528,41.23594,24.86804
309,51.53083,20.504457,12.156887,7.7111535,8.096663
310,14.604171,10.475679,57.111126,10.392246,7.4167757
311,37.3346,34.80006,16.856758,6.512435,4.496141
312,5.2530065,73.51315,4.567576,11.560531,5.1057367
313,12.605502,5.358576,34.46124,13.061222,34.513454
314,7.674666,13.670832,14.746435,47.044632,16.863434
315,9.4236355,4.510624,54.969154,14.397904,16.698679
316,4.1215916,7.6871476,11.585869,48.33525,28.270134
317,69.93374,5.424618,15.604375,3.7937424,5.243529
318,5.4988647,42.557076,6.5116634,33.179203,12.253191
319,12.539665,4.225768,62.28342,9.121517,11.829624
320,71.169106,7.7597156,11.151281,3.9650724,5.9548235
321,3.9583619,5.643189,6.690656,33.04843,50.659363
322,21.035168,4.8323708,61.93997,5.3611975,6.8313003
323,72.54732,7.088342,12.2964945,3.3068082,4.76104
324,13.992326,4.611953,46.94498,12.192902,22.257833
325,14.534214,9.133447,61.23331,7.923215,7.175811
326,11.634581,4.2087135,67.71781,6.986641,9.452253
327,9.615094,62.30061,6.890779,13.736774,7.456745
328,15.159082,6.498038,63.52093,6.2625737,8.559369
329,8.465617,4.9878745,30.074755,26.257717,30.21403
330,70.63665,7.957661,13.78953,3.5031247,4.113033
331,27.698565,19.822363,32.93365,12.533946,7.011471
332,4.2082863,8.881024,10.50722,58.93253,17.470942
333,4.3231735,11.3883,6.786999,49.250896,28.250631
334,14.715956,65.816895,7.555914,7.2726383,4.6385875
335,71.74807,6.2689223,12.982551,3.6011066,5.39935
336,12.269172,5.9267297,58.049118,8.734074,15.020901
337,14.513773,5.0880184,65.02646,6.7133927,8.658357
338,2.9947631,9.144758,5.682087,65.02509,17.1533
339,10.310226,8.115282,12.165276,15.7973585,53.611862
340,9.169783,10.486919,29.51594,35.764496,15.062864
341,3.4168303,5.9583883,6.458953,58.623844,25.541977
342,40.721085,14.874956,15.352981,14.579101,14.471872
343,9.847508,45.040287,12.536991,20.681602,11.893614
344,14.276888,59.793156,12.508373,8.053743,5.367842
345,2.9979453,7.128408,6.0742216,63.005447,20.79398
346,6.372902,65.94299,8.339311,14.086533,5.2582645
347,7.1487174,72.33126,7.117062,9.504022,3.8989413
348,5.7553983,5.45941,15.793761,42.15974,30.831688
349,26.867125,4.326348,41.014378,10.745282,17.04687
350,11.531359,69.87253,7.607925,7.1221366,3.86605
351,4.4389358,3.5436604,7.1441345,20.715622,64.157646
352,67.91476,5.386849,14.130396,4.770528,7.7974668
353,58.978973,14.495121,14.91836,5.033273,6.574272
354,70.848015,7.3917904,11.270908,4.567129,5.9221654
355,7.3055363,8.548284,12.277042,24.301754,47.567387
356,3.3160503,6.2028213,6.1366916,59.74845,24.59598
357,15.315572,15.539211,35.382324,22.864357,10.898534
358,63.01898,5.9386234,16.06153,5.91803,9.062836
359,9.620676,68.4624,5.809037,10.613013,5.4948683
360,13.302038,13.491901,54.507275,10.517162,8.181622
361,8.652539,19.19132,10.025062,28.643135,33.487946
362,68.35081,5.298554,15.015316,4.048833,7.2864814
363,50.26735,5.7442846,23.701181,6.9730706,13.314112
364,4.4607954,8.000152,10.282758,61.11719,16.139107
365,66.17353,7.6444006,16.815996,4.080699,5.2853847
366,70.99028,8.50066,12.789576,3.5141952,4.2052994
367,10.124985,7.0813646,54.891632,12.775089,15.126922
368,4.38568,14.2928095,8.105814,60.577522,12.638174
369,7.6091394,75.259224,5.7191467,7.705456,3.707038
370,7.8492565,8.459963,17.305058,45.22212,21.163603
371,4.944174,3.4275723,13.447669,24.179285,54.0013
372,25.627922,9.203947,53.39637,6.0744667,5.6972923
373,56.16312,11.026809,20.814432,5.9763174,6.0193214
374,5.7828765,72.37053,4.326367,12.609933,4.9102955
375,10.68511,67.10283,9.816168,8.012061,4.383831
376,12.683386,6.7844844,18.484303,18.822426,43.225395
377,54.420185,8.075229,23.47693,5.7231603,8.3045025
378,6.725683,51.801197,6.4436264,25.715347,9.314144
379,30.604189,27.719475,23.150873,10.376053,8.149404
380,42.179768,4.9296494,41.248226,4.904534,6.7378187
381,47.997463,6.8059325,27.300549,7.281807,10.61425
382,5.5465093,23.768871,7.886199,45.042667,17.755756
383,8.145041,74.71487,4.71959,8.319851,4.1006603
384,28.042591,5.1743813,51.287086,5.610092,9.885849
385,5.3855343,61.862087,5.391709,18.783909,8.576762
386,30.268753,5.982519,48.952553,5.5377564,9.258421
387,3.2833323,6.9362,5.4955635,51.365017,32.919884
388,69.81293,5.48082,14.184298,3.7906003,6.7313514
389,6.155844,63.79264,6.0105467,16.40964,7.631327
390,51.98611,19.769438,13.854369,7.307021,7.083061
391,7.1306243,74.03969,5.5970564,9.44068,3.7919517
392,8.061911,17.948078,8.604646,28.672249,36.713116
393,9.666619,24.202028,12.004998,25.129196,28.997156
394,3.9670088,3.39626,8.030866,20.862198,63.743664
395,49.59697,15.338106,16.022629,9.45995,9.582353
396,8.80479,9.020802,25.846409,34.670525,21.657473
397,4.99933,8.016887,12.337485,37.74476,36.901546
398,68.174515,4.9220047,15.338324,4.335901,7.2292542
399,6.9950485,8.37724,19.270098,46.515594,18.842012
400,9.199414,8.863922,9.442307,19.7202,52.774162
401,6.162222,76.66055,5.1780486,8.105067,3.894108
402,8.064263,14.908041,11.587419,29.942873,35.4974
403,64.57077,10.797244,12.834756,5.900869,5.8963656
404,63.29701,5.893702,21.046883,4.0677776,5.694629
405,35.250156,25.928705,21.771433,8.852276,8.197433
406,13.48947,5.2226233,33.85399,11.273507,36.160404
407,6.6053095,76.06247,5.434594,7.6882114,4.209416
408,24.610842,7.629547,23.548075,14.461535,29.749996
409,23.287622,44.332016,13.379071,10.505825,8.495461
410,15.155418,11.68383,55.415035,8.550849,9.19486
411,9.169921,17.677124,13.915364,33.53732,25.700262
412,7.4098406,5.976691,8.698826,19.1097,58.80494
413,60.19882,8.699359,20.856722,4.8914237,5.35367
414,73.145325,6.3929176,12.050197,3.4053638,5.006198
415,23.178886,4.9691315,60.013897,5.0181518,6.8199263
416,36.328487,34.243237,15.819146,7.833413,5.7757263
417,61.034454,8.914748,21.341873,4.0609636,4.647959
418,6.0296407,25.64522,12.376383,41.60687,14.341885
419,12.672348,7.0507517,64.77672,7.671829,7.8283577
420,65.50819,4.8736343,19.149853,3.8604167,6.607917
421,4.913258,4.0189033,7.5116014,15.6274185,67.92882
422,72.39064,6.862479,12.514028,3.780841,4.4520106
423,71.53351,6.7374616,13.590087,3.4239092,4.7150397
424,6.6854877,72.283554,7.28952,9.118822,4.6226134
425,70.71736,9.277144,11.949632,3.5764706,4.479399
426,4.1042314,14.31155,6.125088,58.831394,16.627731
427,6.146941,13.758415,13.048509,53.72535,13.320788
428,72.924126,6.193629,13.054259,3.3756409,4.452347
429,3.4106426,10.268944,5.8469644,63.42706,17.046387
430,4.1589584,4.7648916,6.609686,33.742916,50.723545
431,14.948773,60.459225,8.069255,10.429049,6.0936904
432,6.4056807,72.7844,6.898019,9.4321575,4.4797378
433,7.8291006,75.16199,5.2202296,7.7228003,4.0658855
434,3.577231,11.260023,6.09461,64.32934,14.738798
435,7.1354856,75.26202,5.210659,8.642883,3.7489634
436,8.818186,20.571909,28.69162,27.732876,14.185408
437,5.2178884,68.66918,5.5762563,15.124303,5.4123697
438,13.959625,31.85936,19.500036,17.188398,17.492584
439,4.052096,7.997244,6.514817,39.24421,42.191635
440,38.052143,4.6876645,43.558857,5.500354,8.200992
441,22.016333,36.564175,12.325793,18.760141,10.333562
442,5.8450212,6.15367,12.309184,31.926075,43.766056
443,17.609634,55.382336,13.130651,7.9244385,5.952943
444,69.86039,8.73542,13.417207,3.7741926,4.2127976
445,12.8333645,3.7534118,47.655724,11.535267,24.222237
446,9.532677,24.011066,10.974901,38.115086,17.366266
447,38.54097,5.942969,42.861973,5.633727,7.0203533
448,70.82445,6.886633,14.765673,3.196719,4.3265347
449,61.70422,5.237282,19.962847,4.946906,8.1487465
450,9.732099,55.945618,7.309871,16.043808,10.968602
451,7.32339,63.899147,9.242129,14.251116,5.284218
452,4.0183687,11.060277,8.033985,63.654373,13.232996
453,31.007723,5.3020334,26.220572,9.646493,27.823174
454,4.6114626,15.206989,6.462677,53.415257,20.303616
455,4.9751854,12.269135,10.675181,58.337357,13.743143
456,12.307664,4.3271084,60.372425,8.281139,14.711663
457,64.74199,5.466924,18.913729,4.8179927,6.05937
458,25.849072,50.43168,10.3117485,7.56824,5.839257
459,4.166414,7.642878,8.718107,63.56346,15.909136
460,20.141117,7.9417663,16.70167,16.757961,38.457497
461,15.546518,61.73452,11.659503,6.996319,4.063144
462,5.219581,72.90424,4.5542836,12.284175,5.0377316
463,9.4059925,28.765932,9.49946,33.02105,19.307571
464,10.1825,10.874048,25.637686,35.584797,17.720968
465,3.574698,7.712193,5.9687433,56.550663,26.193703
466,2.9447784,8.628898,5.8657513,66.590385,15.970184
467,64.50878,4.6147313,18.8713,4.5171556,7.4880233
468,7.3189845,66.75087,6.5391245,12.791274,6.599752
469,49.55426,6.057533,34.261944,4.384105,5.742153
470,28.743086,14.491968,41.80829,7.8442388,7.1124187
471,20.472784,12.260926,16.643053,19.542082,31.081156
472,47.167297,12.488228,17.67227,12.510809,10.161388
473,54.361164,10.828697,15.479805,8.32645,11.0038805
474,19.030489,20.882322,39.03505,12.87023,8.181917
475,5.694088,46.07885,7.9003787,30.121323,10.205358
476,12.355768,62.290646,9.942842,10.250538,5.160208
477,16.882898,5.9703364,64.37813,5.645548,7.1230874
478,15.619777,5.348452,42.848404,14.326058,21.857317
479,4.1781726,4.359762,6.7491097,20.204962,64.507996
480,27.554092,23.314924,29.378456,10.266972,9.485554
481,5.7174525,74.19069,5.232728,9.927912,4.931224
482,57.117535,9.657126,23.39958,4.680966,5.1447854
483,3.1953506,5.625486,6.706807,58.48542,25.98694
484,67.7311,7.132884,17.727488,3.1918716,4.216655
485,3.4549172,13.310294,6.530779,62.90583,13.798187
486,68.38146,8.953278,11.870358,5.160513,5.634384
487,28.31533,40.188362,10.339443,13.221908,7.9349585
488,5.8477077,3.305812,13.887006,19.261053,57.69843
489,11.338435,4.760032,33.318077,12.679044,37.904415
490,5.2427316,4.919271,11.28735,41.619907,36.930744
491,34.155376,7.4120984,32.4342,10.993126,15.0051985
492,15.771139,4.265137,64.62519,6.9577284,8.380801
493,65.171295,9.778355,13.340536,5.034659,6.6751575
494,21.72906,5.8368077,60.413498,5.4359818,6.58465
