,Divorced,Married,Parther,Separated,Never,Widowed
287,2.3649006,1.3096441,1.5397487,2.3264928,3.0750413,89.38417
288,0.6840093,1.7480738,5.296197,8.951858,81.14868,2.1711864
289,2.2724118,2.4194913,2.669455,5.1801095,7.3067627,80.151764
290,3.9045408,67.539825,4.6033306,18.811703,3.5189786,1.6216202
291,2.9939077,35.537624,3.202723,49.96754,6.0798783,2.2183254
292,2.2274303,70.09498,1.7258766,21.345005,2.769791,1.8369178
293,0.71550083,2.015281,5.168366,9.502531,78.26818,4.3301387
294,89.71975,2.1909654,3.3432949,2.2132597,0.8008503,1.7318891
295,2.4676518,81.580086,2.30442,10.546314,1.8299255,1.2716091
296,3.795734,63.45288,5.005921,21.256033,4.3421226,2.1473002
297,9.441224,11.458143,28.166107,28.296444,18.874338,3.763746
298,4.2183375,45.50945,5.8710227,31.895102,7.684461,4.8216295
299,1.9787766,68.68163,2.4113464,21.597971,3.5529575,1.7773197
300,0.7415097,1.6887565,5.2461557,8.100433,81.73635,2.486796
301,89.743866,2.2786305,3.172012,2.2206101,0.77410406,1.8107775
302,1.379444,2.5436282,7.952489,13.245648,71.9739,2.9048855
303,19.51156,26.493454,29.394466,13.852962,6.203608,4.543943
304,0.69875324,2.0072439,5.102855,9.084516,79.970955,3.1356711
305,2.3133068,12.990878,4.0350437,67.30456,11.437831,1.9183863
306,2.2040565,82.08514,1.8516577,10.214409,1.8129548,1.8317932
307,15.249976,53.977383,4.6115894,17.760715,3.0722964,5.3280406
308,78.310455,3.6998644,6.833985,5.2703056,2.3187232,3.5666678
309,3.2040992,4.490826,12.240262,19.528725,52.683712,7.8523755
310,3.3209417,2.4394634,82.1477,3.2244284,6.824076,2.0433993
311,3.8438222,72.85557,2.4916704,13.84471,2.6281216,4.3361144
312,1.8558254,10.0659,2.6223552,69.878334,13.463863,2.113719
313,0.6917965,1.7717708,5.2590656,9.087618,81.10929,2.0804632
314,2.93117,4.5952272,1.9764818,7.989654,5.600053,76.90742
315,2.5283952,4.0767193,13.36095,17.350842,57.65317,5.029926
316,1.8483977,82.00127,1.7841594,11.108654,1.8841794,1.3733302
317,7.3853574,24.673801,39.46121,16.043621,9.754089,2.6819122
318,1.8423835,79.965935,2.3283992,11.346216,2.4811578,2.0359077
319,5.229237,10.139148,53.24073,13.898,14.917535,2.575353
320,2.1214073,3.2998557,1.4153678,5.5431533,4.2922573,83.32796
321,1.481254,1.9594808,1.7343374,3.446002,5.340678,86.038246
322,2.5086963,81.215004,2.3698711,9.939961,1.9624805,2.0039897
323,21.666735,12.077669,12.69118,18.9679,10.506025,24.090496
324,10.5691395,2.5928028,3.2008924,4.554795,3.8796916,75.20268
325,2.6693046,1.7225342,86.68715,2.6108325,5.26079,1.0493888
326,1.7488601,14.2673645,11.908838,26.078827,40.55825,5.437855
327,0.7361395,1.7194204,5.34433,9.375313,80.600815,2.2239802
328,1.9989887,10.984485,2.4910524,74.37868,8.277583,1.8692219
329,5.0054097,61.222965,3.879353,19.880621,4.2174435,5.794221
330,1.8912001,6.8071475,7.0781856,36.1151,44.53966,3.5687022
331,61.996605,4.8015013,11.766313,9.483845,5.24546,6.706278
332,1.9728458,13.298737,2.3943107,70.73187,8.691722,2.9105117
333,3.2160022,2.0514808,84.61047,2.6554215,5.7862406,1.6803744
334,4.2907076,2.0618043,85.21004,2.4302635,4.6911573,1.3160269
335,2.0551581,14.61224,3.687734,66.86887,10.937918,1.8380785
336,2.0619984,81.889,1.8315053,10.745262,1.8550273,1.6172143
337,24.886526,11.649898,18.27087,21.97719,11.85232,11.363196
338,0.65860474,2.0500448,5.689496,10.46288,78.83903,2.2999427
339,8.5798645,12.858316,24.904276,28.56713,19.693163,5.3972473
340,7.0612817,13.827886,18.416542,39.214718,18.568115,2.9114506
341,8.283495,14.721548,15.351341,32.550575,19.27229,9.820757
342,6.0522285,74.587524,2.5114925,12.3803215,1.8679304,2.6005032
343,2.153982,81.985565,2.4056506,9.836665,2.00706,1.611075
344,1.2400813,4.9978375,7.037131,18.340012,63.32213,5.0628133
345,2.5223067,63.029785,2.5012403,25.967615,3.7999954,2.179051
346,1.8606119,80.742645,1.998263,11.818866,2.123925,1.4556936
347,2.2383873,82.02628,1.9114044,10.113583,1.8324265,1.8779218
348,25.481161,44.456367,5.779571,16.465197,2.961426,4.856279
349,0.69749826,2.3497057,4.1843643,11.963198,77.913704,2.8915355
350,9.531,50.0183,2.8067791,26.195488,3.7123778,7.736055
351,68.805504,12.918107,5.03819,7.5829377,1.7532004,3.902062
352,65.214455,7.249611,6.4019904,9.341726,3.3257167,8.466496
353,1.8697649,80.983315,2.011721,11.755527,2.0654094,1.3142624
354,2.7200134,1.5582836,1.6502175,2.7189438,2.8669791,88.48556
355,3.11211,2.080216,85.60125,2.4804366,5.3698816,1.3561032
356,2.3273861,82.301506,2.0793264,10.271688,1.752948,1.2671459
357,4.363321,78.2481,3.1907175,9.875497,1.9710424,2.3513236
358,2.3871477,74.53782,4.1404886,12.965685,3.5636113,2.405246
359,87.93587,2.3639703,4.7186146,2.4628356,0.97866553,1.5400469
360,2.7227883,80.34607,2.0630116,10.804413,1.8953876,2.1683278
361,86.43065,3.380992,3.6554463,2.8394148,1.0055181,2.6879842
362,4.7686067,45.439907,8.493172,29.383522,8.125095,3.7896976
363,3.1244752,33.981457,5.94553,45.452938,9.189857,2.3057323
364,5.7006216,46.068222,3.9099936,37.094276,4.722186,2.5047035
365,3.1888871,72.27393,2.5959573,15.972993,2.9079607,3.060262
366,14.864215,44.093708,4.308736,29.624727,3.7932072,3.3154051
367,2.8570845,81.143936,2.1101627,9.87267,1.7890368,2.2271101
368,2.9750473,81.394966,2.0793982,10.479938,1.6488847,1.4217664
369,8.869913,22.431759,11.433307,38.95,12.161626,6.153393
370,64.01423,5.880518,13.648264,7.301002,3.7523997,5.403582
371,89.43403,1.8817043,3.04548,2.1286874,0.8769171,2.633177
372,7.8463035,18.165773,36.113956,19.336546,13.887109,4.650316
373,1.945176,12.916859,2.2377002,73.33882,7.580483,1.9809669
374,1.9711908,3.23707,11.830422,11.3455515,60.995323,10.620444
375,8.432106,5.721258,6.7392244,13.00007,11.933621,54.17372
376,0.7308212,1.8256599,7.1333103,9.7304535,77.95765,2.6221118
377,2.0444236,80.77825,1.9377404,11.905846,1.9774418,1.3562965
378,0.8243327,1.9872539,4.9971147,9.886335,79.87776,2.4272063
379,89.78003,2.1240063,3.350742,2.1327484,0.7905252,1.8219451
380,3.3287709,80.362076,2.5998104,10.386426,1.8167872,1.5061271
381,6.19552,4.1006355,7.135009,8.997732,12.094605,61.476494
382,4.837037,41.795715,4.1325264,39.61949,5.9234357,3.6918023
383,1.5907621,3.939636,6.9581547,16.947025,63.45151,7.1129055
384,2.2872539,2.0298495,82.49821,3.2447443,8.659109,1.2808217
385,0.6702561,1.8470546,5.7390823,9.540539,79.72144,2.481623
386,80.89516,6.9849916,3.5478067,4.820235,1.151126,2.6006906
387,3.3394904,30.160326,5.820347,49.017933,9.265057,2.3968441
388,83.69071,3.307624,4.240902,3.8250196,1.4820225,3.4537106
389,0.6249728,2.1615937,5.612848,10.126007,78.66323,2.8113508
390,1.8042252,80.25947,2.2434487,12.191095,2.26188,1.2398902
391,0.8081595,1.7393969,6.963538,8.945597,79.37249,2.1708193
392,0.8663116,1.7530812,5.9148974,9.86891,79.339966,2.2568357
393,1.5727099,1.6438838,1.5917108,2.8557756,4.3142476,88.021675
394,3.2556865,2.2089002,2.3013525,3.8499646,3.9409294,84.44316
395,7.290391,33.169113,28.455267,20.106339,9.002794,1.9760914
396,1.7630845,5.1543617,6.1565037,20.8862,54.7259,11.313953
