,Q1,Q3,Q4,Q2
160,21.785711,48.489197,21.497526,8.2275715
161,12.104745,63.092743,11.587867,13.2146435
162,35.942886,9.665536,45.500835,8.890743
163,26.123476,18.096956,48.9453,6.834266
164,24.563301,15.768001,52.81276,6.8559365
165,24.942097,12.934555,54.970062,7.1532884
166,45.558804,14.4883585,31.134678,8.818163
167,13.495742,12.465751,7.772516,66.26599
168,21.31791,20.466805,51.406254,6.809032
169,16.543156,40.702927,12.602128,30.151793
170,26.767218,10.691242,53.97588,8.565656
171,29.272905,37.624504,21.632069,11.470521
172,47.689266,14.882305,27.163795,10.264633
173,21.477955,14.218389,13.36426,50.9394
174,47.655533,12.306818,25.409376,14.628275
175,26.152729,12.249386,53.952007,7.645875
176,13.167861,14.639504,8.296375,63.896255
177,46.978645,9.82804,33.0876,10.105715
178,35.850605,8.98567,46.063282,9.100441
179,34.99398,9.150388,44.89059,10.965041
180,13.907533,51.273983,11.839768,22.97871
181,12.465361,61.619957,17.026987,8.887692
182,39.862137,10.800158,20.32537,29.01234
183,31.186956,11.026215,51.073914,6.712918
184,13.761808,10.669049,7.877746,67.6914
185,19.735731,10.856702,14.563542,54.84403
186,41.15804,8.563401,35.7777,14.500865
187,31.327915,11.021078,50.637077,7.013925
188,13.786073,59.43759,18.975468,7.800869
189,45.800735,9.35341,35.22489,9.620973
190,14.444107,13.059423,8.866137,63.63033
191,31.972158,10.329341,50.715744,6.9827476
192,22.705555,30.338943,28.360691,18.594809
193,20.872166,28.700512,19.274298,31.15302
194,14.083306,9.860596,10.425155,65.63095
195,20.500507,34.910686,23.728153,20.860655
196,30.373165,10.320454,51.376522,7.929854
197,36.312023,11.030443,45.362247,7.295289
198,36.57781,25.166834,27.991894,10.263462
199,26.162498,10.353736,54.81912,8.664651
200,46.570415,8.281876,27.06095,18.086761
201,15.164256,60.316807,12.470066,12.04888
202,12.375486,12.131958,8.007175,67.48539
203,12.170988,64.30327,13.722746,9.8029995
204,43.985794,10.7006235,36.357426,8.956153
205,36.32518,11.769384,45.049767,6.855669
206,13.78936,9.974774,8.157961,68.077896
207,46.006615,9.741863,33.971016,10.280504
208,24.663261,12.505015,53.960045,8.87168
209,36.309677,9.695716,46.29933,7.695272
210,46.72204,9.214849,29.11047,14.952644
211,19.14227,28.415531,44.89534,7.5468645
212,18.733372,27.038734,12.1118555,42.116047
213,13.118508,10.93128,8.257666,67.69255
214,29.229286,24.506264,22.37915,23.885294
215,24.662594,11.241631,55.037086,9.058695
216,28.635672,8.994639,16.870878,45.49881
217,13.573188,10.581642,8.129312,67.71585
218,14.150545,58.61366,18.232164,9.003632
219,12.304055,52.377827,11.101713,24.216404
220,29.643536,21.736118,41.793816,6.8265305
221,30.101814,11.668252,42.485,15.74493
222,47.930126,15.1266575,19.745804,17.197412
223,22.050255,15.600295,54.85856,7.4908915
224,16.492626,8.603962,9.538719,65.36469
225,21.551004,15.857756,54.217613,8.373623
226,21.160414,18.113317,50.276505,10.449765
227,24.902252,13.153885,45.36626,16.577602
228,31.64424,9.175646,50.48682,8.693292
229,47.22143,10.461074,23.247362,19.070131
230,14.703517,8.732092,9.50918,67.055214
231,14.770673,47.092205,11.1661,26.971022
232,31.91353,10.371889,50.78285,6.9317355
233,49.083622,13.177604,20.476269,17.262505
234,13.871479,10.828667,8.482626,66.81723
235,26.185032,10.214756,55.94464,7.6555805
236,20.044874,39.202583,33.887753,6.8647885
237,11.974228,64.763985,12.867744,10.394046
238,13.971906,10.430353,8.0039215,67.59382
239,13.487637,10.424079,8.60528,67.483
240,45.67254,13.890268,18.354916,22.08228
241,30.369362,25.761663,15.752654,28.116318
242,20.323795,32.314323,13.219624,34.14226
243,27.446142,11.740068,54.162632,6.651163
244,36.224003,13.189375,33.959415,16.627207
245,12.519124,62.58923,16.427094,8.464554
246,46.560646,11.850412,32.89247,8.696475
247,24.01808,11.023085,23.15777,41.801064
248,16.877533,53.252106,22.891075,6.979277
249,28.37381,10.866589,53.22377,7.535842
250,18.700577,9.293343,9.478159,62.527924
251,47.35397,9.748206,22.567944,20.329885
252,18.757818,10.865064,14.849245,55.52787
253,16.177315,19.7284,10.38652,53.707767
254,37.8245,15.720304,37.737923,8.71727
255,17.419361,42.157654,33.433537,6.989446
256,14.64137,57.858513,19.872805,7.627318
257,23.349827,19.784637,29.486687,27.37885
258,43.910915,10.69612,25.441292,19.95168
259,29.061323,9.186668,15.4088335,46.343174
260,28.941679,9.858899,53.503143,7.6962814
261,14.505821,12.475777,8.37242,64.64599
262,46.26841,9.709479,30.567825,13.454292
263,13.655658,10.947995,7.915925,67.48042
264,20.811344,25.726992,45.889656,7.572008
265,23.931581,14.669273,44.998085,16.40106
266,34.417694,8.702931,44.060974,12.818395
267,14.359864,60.697365,17.014612,7.9281583
268,12.49992,64.84518,13.655478,8.999421
269,11.655649,62.223305,12.515189,13.605855
270,23.562935,13.9048395,55.169434,7.362789
271,28.220156,14.483416,51.032585,6.263843
272,14.211662,9.893211,8.468373,67.42675
273,12.285053,16.490238,8.033562,63.191147
274,12.9657345,61.916245,16.249249,8.868768
275,13.011363,13.875299,7.7941923,65.31914
276,27.087482,10.511236,50.771637,11.62965
277,20.793537,12.556834,10.495152,56.154476
278,13.503424,11.373928,10.588273,64.53438
279,12.413411,35.15708,10.458145,41.97136
280,46.817745,9.322269,26.462448,17.397533
281,12.062832,64.45946,12.120599,11.357108
282,14.932579,59.934425,12.523982,12.609016
283,21.092491,34.038727,15.265099,29.603682
284,13.554093,54.49383,11.776755,20.17532
285,11.355737,61.806892,11.590894,15.246481
286,14.890628,9.21648,9.709653,66.18324
287,38.630573,10.42309,42.68364,8.262693
288,21.101812,28.81757,40.621723,9.458895
289,12.043497,43.459526,10.567157,33.929817
290,14.265437,45.448406,12.070209,28.215954
291,11.622396,64.1357,11.942173,12.299732
292,11.563005,60.868347,11.469518,16.099129
293,13.172732,63.82712,14.387469,8.612672
294,26.536888,12.734254,54.204857,6.5240035
295,15.568503,8.596193,10.325898,65.5094
296,14.962442,9.089165,8.533251,67.415146
297,43.270287,9.172328,36.1599,11.397484
298,22.50979,20.330235,50.906746,6.253221
299,41.344776,16.436949,32.901047,9.31723
300,12.037125,63.06801,13.131447,11.763423
301,11.938645,63.60281,15.246701,9.211845
302,47.810936,10.538792,28.553337,13.096933
303,11.83712,64.478134,14.1122265,9.572517
304,11.539816,63.58405,11.972909,12.903227
305,16.814402,52.783554,22.790129,7.6119156
306,41.56559,9.046897,38.400883,10.986623
307,23.773558,42.884872,24.987852,8.353712
308,12.717545,15.166161,8.121128,63.995163
309,21.263912,39.671143,23.59271,15.472226
310,15.450753,60.304695,15.788277,8.456276
311,27.918467,15.459479,48.312813,8.309243
312,14.209831,9.717204,8.34739,67.72558
313,22.675447,13.488136,54.767548,9.068862
314,31.75671,9.228758,23.853073,35.161453
315,21.667068,24.462692,46.694935,7.1753054
316,24.612705,16.744999,13.84596,44.796333
317,20.763283,8.715994,10.296626,60.2241
318,14.749278,9.425073,8.73293,67.09272
319,47.258648,15.731469,19.96773,17.042156
320,12.554505,63.598198,14.587885,9.25941
321,23.044086,15.881564,54.208046,6.866303
322,25.818855,12.769854,14.037798,47.373493
323,46.503025,8.760646,25.263012,19.473318
324,25.12613,12.14863,54.512302,8.212946
325,15.470486,54.573387,22.241596,7.714535
326,41.865765,14.744552,19.080648,24.309042
327,20.253172,33.252354,23.453293,23.041178
328,14.350044,60.682045,16.968704,7.999198
329,47.22897,10.242542,21.081905,21.446585
330,24.976135,29.723898,16.41629,28.88368
331,23.215136,33.433323,36.79922,6.5523224
332,25.947357,12.946042,42.836567,18.270037
333,28.986805,10.1879,45.136852,15.688437
334,21.757248,29.280685,14.6825905,34.27948
335,22.401367,16.413437,54.01569,7.1695065
336,23.20699,12.673482,55.968754,8.150779
337,13.040966,63.70569,14.000479,9.252861
338,21.330395,50.049496,20.116415,8.503701
339,15.8942,10.726348,10.02845,63.350998
340,14.559952,11.218544,10.47819,63.743313
341,12.73388,13.5919075,8.699886,64.97433
342,25.42899,24.453085,26.331839,23.78608
343,16.166365,42.562996,12.513928,28.75672
344,18.488564,15.200396,17.087795,49.22325
345,25.83235,11.697689,55.27696,7.1929975
346,48.4705,10.441419,29.920752,11.167329
347,31.519073,25.971699,34.721024,7.788211
348,23.619923,15.599187,48.6876,12.093284
349,30.513063,9.641716,51.81297,8.032253
350,16.060247,9.959481,8.483228,65.49705
351,16.992205,42.521217,32.629158,7.857419
352,15.082563,60.52615,16.234407,8.156872
353,41.50731,20.95885,27.421251,10.112587
354,12.076227,64.572296,12.11467,11.236805
355,26.707775,13.035684,53.773994,6.4825478
356,30.338245,9.873723,51.698036,8.089995
357,13.406444,61.463547,17.164797,7.965218
358,27.950705,27.925514,15.082398,29.04138
359,17.108274,52.05074,15.303122,15.53786
360,26.275015,17.425234,50.192123,6.107629
361,18.921774,49.1655,15.089503,16.823225
362,13.298394,9.991436,8.057695,68.65247
363,39.179855,20.210127,27.745995,12.864016
364,26.130741,11.86163,54.774918,7.2327127
365,40.688698,9.557378,41.245472,8.508459
366,13.308452,63.650524,13.1328945,9.908123
367,20.037403,33.871395,39.209644,6.8815546
368,12.466728,61.08002,11.198958,15.254291
369,11.816434,62.846153,11.798349,13.53907
370,42.213516,12.850822,37.27432,7.661336
371,12.543128,12.507507,7.837778,67.111595
372,37.170033,15.164425,40.747223,6.918318
373,45.07299,11.346396,19.459671,24.120947
374,43.64852,10.769925,36.93448,8.647069
375,28.379608,10.400958,14.748194,46.47124
376,13.50824,59.054672,18.567305,8.869788
377,20.527264,10.277628,16.929407,52.265705
378,13.429865,10.581045,7.914578,68.07451
379,45.15286,9.347118,33.89244,11.607576
380,23.11042,34.21822,15.717091,26.954273
381,20.741615,28.37452,40.815735,10.068132
382,19.141155,52.790524,20.076138,7.9921803
383,42.96268,8.343126,37.66717,11.027025
384,26.057556,10.81881,50.756367,12.367272
385,13.3085165,62.134987,16.068798,8.48769
386,30.247784,10.498244,51.774536,7.4794345
387,47.345066,8.972187,25.805923,17.876833
388,18.70466,8.726041,9.593841,62.97546
389,28.045713,10.288454,13.429163,48.23667
390,25.913507,19.765207,14.814154,39.507133
391,35.567,9.237685,24.866884,30.328438
392,42.726624,8.092508,36.2405,12.940367
393,25.484518,8.125583,13.498137,52.89176
394,14.00595,8.913016,8.49251,68.588524
395,13.609653,62.24208,15.841921,8.306339
396,48.837345,13.450925,27.15921,10.552515
397,17.523827,42.08209,33.40059,6.9934855
398,12.977298,10.868667,7.8924484,68.26159
399,12.61326,63.68304,14.849788,8.853921
400,17.11998,52.247684,22.575945,8.056395
401,12.42142,20.474178,8.240065,58.864338
402,16.842474,9.276482,12.741102,61.139942
403,32.371826,8.504546,19.866674,39.256954
404,19.34055,32.724827,13.997261,33.93736
405,12.281426,23.367981,9.483606,54.86699
406,22.500303,19.705313,51.329136,6.4652486
407,12.538134,11.208681,8.0899315,68.16326
408,29.792006,12.878595,51.093685,6.2357163
409,35.799427,11.320886,15.002187,37.8775
410,17.211624,8.45598,9.974531,64.35786
411,36.047028,10.130408,46.44397,7.3785915
412,20.195873,39.919563,27.63335,12.251205
413,32.547836,9.404754,14.801648,43.24576
414,24.369411,20.352547,48.270992,7.0070586
415,12.849738,59.42193,11.606808,16.121525
416,39.280685,11.601685,26.534584,22.583046
417,24.017916,11.667839,28.108267,36.205975
418,21.633968,49.786083,17.899647,10.680296
419,12.786269,62.751865,11.593483,12.868383
420,45.799507,8.489283,29.59291,16.118298
421,12.230958,63.921528,13.717654,10.129855
422,17.038662,20.272667,13.082327,49.606342
423,14.014101,9.859764,9.273388,66.852745
424,29.695202,9.785852,23.525616,36.993336
425,40.212555,10.20225,41.650524,7.9346657
426,49.790665,10.812022,28.020552,11.376756
427,43.02347,9.4356785,36.69229,10.848557
428,13.418778,60.366684,18.324574,7.88996
429,11.982838,64.120224,13.273753,10.623179
430,13.251252,10.226193,8.361036,68.161514
431,11.806477,57.634277,11.454445,19.104809
432,13.188845,62.691433,15.570652,8.549072
433,34.19265,10.830513,48.007698,6.9691367
434,28.887241,10.911744,18.076082,42.12493
435,11.866148,64.54995,12.449669,11.134234
436,23.640463,12.0192,10.794202,53.54613
437,35.51252,17.48455,23.24266,23.760267
438,31.590288,18.01596,30.150726,20.243023
439,14.748992,60.785275,16.33223,8.133504
440,16.35914,33.14117,11.866622,38.63307
441,15.001324,10.552551,10.112143,64.333984
442,15.977528,60.077297,14.050253,9.89492
443,35.466515,9.137429,47.22788,8.168173
444,48.98591,11.194005,19.921858,19.898233
445,18.83898,8.710176,9.725089,62.725754
446,48.468636,15.475078,20.159924,15.896355
447,11.971872,62.34806,11.776484,13.903584
448,24.510105,25.045433,16.817366,33.6271
449,23.596407,14.748761,51.062275,10.592551
450,24.154335,8.890321,19.694805,47.260536
451,33.937756,10.649523,48.360935,7.051789
452,39.90448,14.392921,17.49001,28.21259
453,22.924564,10.539584,18.369051,48.1668
454,43.769394,10.0464115,37.25265,8.931543
455,47.24113,10.233008,32.19293,10.332929
456,23.476965,12.21925,56.513577,7.7902064
457,21.318563,11.924321,19.29989,47.457226
458,27.156517,11.666667,53.96467,7.2121515
459,26.045465,12.369134,48.060276,13.525121
460,44.30175,9.730559,26.002672,19.965015
461,34.04697,12.181925,46.953064,6.818048
462,39.221214,12.676369,20.319195,27.783218
463,52.752537,9.674383,24.451986,13.121097
464,44.760452,18.163486,27.009912,10.066152
465,18.714489,39.156013,35.551304,6.578198
466,40.793983,12.705506,19.502872,26.997635
467,18.080454,18.589756,15.2569275,48.072865
468,26.45946,17.591526,49.68048,6.2685347
469,17.215557,8.425031,10.250802,64.10862
470,26.811361,17.439919,17.147,38.60172
471,14.297944,57.051952,21.104342,7.5457664
472,18.981249,8.213617,10.875048,61.93009
473,24.127573,12.332925,54.140766,9.398749
474,20.562996,7.982587,11.814289,59.64013
475,48.534412,9.53887,29.466518,12.460193
476,44.4423,11.271325,27.22481,17.061567
477,14.410973,59.23997,18.805494,7.543561
478,34.235836,19.116636,37.71696,8.930566
479,14.708418,9.335863,8.531534,67.42419
480,17.610748,9.103976,13.2652235,60.020046
481,51.084156,9.729568,24.403397,14.782889
482,12.559888,65.102325,13.443817,8.893971
483,13.579927,45.70767,13.070991,27.641413
484,30.353382,10.130204,47.931213,11.585204
485,13.946049,62.09294,13.395379,10.565628
486,21.34522,13.219232,19.987362,45.44818
487,23.619637,20.213068,49.09768,7.069617
488,45.199966,17.643806,20.6731,16.483131
489,15.455116,60.562187,14.331451,9.65124
490,12.525816,64.164024,14.238172,9.071986
491,21.14781,22.998411,47.926113,7.9276705
492,37.827084,18.101473,36.098625,7.972815
493,24.987312,9.093844,14.23195,51.68689
494,23.990772,19.037045,50.799923,6.1722507
495,13.885742,10.400243,8.074806,67.639206
496,34.726692,10.502858,47.426163,7.344284
497,12.441846,11.945699,8.180732,67.43173
498,18.427431,20.18657,13.380554,48.00544
499,53.573044,11.250047,21.91018,13.266732
500,36.17085,11.38675,16.89194,35.55046
501,41.356552,8.888465,40.583607,9.171367
502,16.214996,9.498262,10.86105,63.425697
503,15.671741,59.77174,12.790955,11.7655735
504,32.46723,10.701031,49.927094,6.9046354
505,31.877678,10.425573,50.226265,7.4704795
506,13.980749,53.259308,11.146208,21.613733
507,31.06638,23.392326,37.605362,7.935927
508,14.284122,14.9037075,9.709688,61.102478
509,41.131203,14.201946,25.809933,18.856915
510,14.273482,23.75711,9.780821,52.188587
511,16.864496,55.094833,19.258417,8.782254
512,12.174158,63.611126,15.199401,9.015317
513,35.059204,11.844797,45.994602,7.101397
514,25.704744,12.958092,48.534386,12.802775
515,32.106445,30.086418,28.975025,8.832112
516,11.801913,64.76141,13.616941,9.819737
517,25.775707,19.646353,48.480873,6.097072
518,11.8206415,64.329445,13.654301,10.19561
519,32.603268,15.086037,20.997032,31.313667
520,27.896223,10.350577,21.114563,40.638634
521,19.551453,23.927532,47.84773,8.673283
522,21.517141,18.50085,51.809303,8.172701
523,12.760261,9.165664,8.172792,69.90128
524,15.418061,60.475998,15.200156,8.905787
525,14.27305,9.127745,8.7624855,67.83672
526,27.2049,19.629877,41.845642,11.319578
527,51.930683,11.224531,23.60728,13.237506
528,36.280815,11.706215,16.344374,35.6686
529,12.350094,63.97966,14.20186,9.46838
530,13.174616,63.89153,13.709265,9.224588
531,16.109863,8.564692,9.707581,65.61787
532,35.57233,10.133774,47.025475,7.268421
533,11.676936,64.46781,11.9237,11.931553
534,17.69591,8.735349,11.891056,61.67769
535,13.514711,10.718772,7.8987217,67.8678
536,30.36216,14.313594,45.09538,10.228874
537,47.435966,14.008628,29.21747,9.337939
538,17.94816,55.909283,17.899193,8.243362
539,49.66175,10.601294,21.71786,18.019094
540,52.243275,9.762962,26.934353,11.05941
541,12.665182,60.600025,17.511805,9.223
542,19.535175,51.175045,21.561796,7.7279844
543,26.925167,22.771519,40.214565,10.088749
544,24.683165,12.740821,52.53472,10.041286
545,41.07574,17.822739,32.56904,8.53248
546,14.42109,9.370252,10.078879,66.129776
547,12.862998,11.683451,7.8223042,67.63125
548,14.624132,9.737949,8.528575,67.10934
549,14.246583,37.50557,10.178017,38.069828
550,16.364304,29.682621,11.724812,42.228264
551,12.326543,11.890779,8.716122,67.06656
552,13.983541,46.98331,12.382178,26.650974
553,23.11724,11.786449,19.580404,45.515903
554,24.967598,32.35374,32.91936,9.759304
555,19.673857,24.690027,48.213024,7.4230843
556,48.205383,11.567619,28.808886,11.418116
557,11.982886,63.76806,14.11089,10.138165
558,17.004974,49.91466,26.247442,6.8329225
559,14.622301,14.702964,8.120429,62.554306
560,14.235679,9.383282,9.578882,66.80216
561,14.830807,9.380628,8.911796,66.87677
562,12.77315,11.572026,7.7973933,67.85743
563,22.33067,24.385578,47.035255,6.24849
564,20.894154,38.470688,31.928068,8.7071
565,33.223545,18.95633,41.222523,6.597601
566,12.282128,54.998356,15.806653,16.912867
567,12.412793,64.7076,12.792878,10.086728
568,42.032257,16.706514,32.610146,8.651084
569,15.21056,57.719376,13.40064,13.669427
570,13.078891,62.763603,15.262312,8.895198
571,14.470324,9.406048,8.923571,67.20005
572,42.750454,9.060515,38.446617,9.742417
573,45.5923,16.511961,27.569214,10.326527
574,22.735613,13.416994,18.856064,44.99132
575,26.059765,13.598278,42.603703,17.738255
576,11.721389,64.22736,11.965849,12.085406
577,20.361334,46.800644,25.619177,7.218847
578,14.232469,34.528107,10.637659,40.601765
579,49.080917,14.589724,20.139256,16.190102
580,11.538965,63.675003,11.819407,12.966625
581,27.63699,13.836706,16.917156,41.609146
582,15.307321,58.16989,18.946064,7.5767183
583,23.543968,36.555943,32.85432,7.0457673
584,32.905224,8.734109,45.912598,12.448074
585,22.72592,9.435,13.482406,54.356678
586,12.744509,63.263153,15.137964,8.854367
587,13.847823,9.207334,9.169558,67.77528
588,14.598738,8.621176,9.166631,67.61346
589,42.535408,8.15928,23.520391,25.784922
590,13.5289345,9.827432,8.369968,68.27367
591,14.861518,52.78407,12.440857,19.91356
592,29.101622,10.612362,33.094807,27.191214
593,42.742085,9.479498,39.146633,8.63178
594,28.963783,10.015178,49.754375,11.266659
595,18.11613,47.480778,25.294304,9.108787
596,13.453632,62.011456,16.345604,8.189308
597,17.404459,53.86063,13.88376,14.85115
598,16.529245,45.574615,12.026172,25.869968
599,18.96046,53.777367,16.993982,10.268189
600,41.98032,10.900177,35.347736,11.771766
601,49.23615,14.289922,24.343637,12.130294
602,51.951687,10.231282,25.583622,12.233409
603,13.002552,63.398468,14.893885,8.705103
604,48.38,14.846908,20.453314,16.319778
605,25.303343,39.742508,23.871586,11.082559
606,50.110348,9.989451,29.761044,10.139149
607,14.266415,9.162824,9.396217,67.174545
608,44.303513,9.767627,19.946579,25.982285
609,15.337168,56.08691,21.313982,7.261937
610,22.322998,22.447208,47.742493,7.4873104
611,30.602663,10.325275,51.557076,7.514992
612,14.87277,29.811195,10.146121,45.169914
613,16.00875,8.616678,9.741403,65.63316
614,20.67009,36.889194,13.937404,28.503319
615,47.10769,9.305509,23.185038,20.401764
616,27.85559,10.854237,27.695004,33.59517
617,18.607021,9.821645,9.8361435,61.735188
618,36.37028,23.484165,32.31538,7.8301725
619,34.27768,12.109074,46.766064,6.847178
620,25.73052,12.553474,54.470604,7.2454033
621,32.68072,24.644846,32.31478,10.359658
622,20.395145,25.00294,46.249043,8.352868
623,11.909576,63.74768,13.309598,11.033151
624,48.32276,9.384398,27.158897,15.133947
625,37.908714,11.532582,43.380077,7.178631
626,12.9007,10.110479,8.6265,68.36232
627,16.984634,57.986855,16.472681,8.555823
628,21.925346,42.902462,26.430649,8.741541
629,42.877274,8.963654,38.591286,9.567787
