,Male,Female
109,12.883348,87.116646
110,6.9782705,93.021736
111,92.67117,7.32883
112,9.890772,90.10923
113,92.230835,7.769166
114,16.315168,83.68483
115,7.1663513,92.83365
116,7.4174175,92.58258
117,90.69369,9.3063135
118,93.027016,6.9729896
119,93.35148,6.648519
120,92.75304,7.2469654
121,8.338902,91.6611
122,81.14139,18.858618
123,92.08498,7.9150257
124,8.616691,91.38331
125,65.45839,34.541607
126,90.54329,9.456712
127,7.2142167,92.78578
128,9.066609,90.93339
129,90.5173,9.482695
130,93.213684,6.7863145
131,6.5953245,93.40467
132,10.112284,89.88771
133,89.860825,10.139176
134,8.753577,91.24643
135,89.23281,10.767194
136,6.788557,93.21144
137,91.22545,8.774554
138,18.954407,81.0456
139,7.53545,92.464554
140,19.341837,80.658165
141,7.2851434,92.71486
142,7.8074293,92.192566
143,7.0308776,92.969124
144,8.4307,91.5693
145,9.371112,90.62889
146,92.911514,7.0884824
147,92.4953,7.504699
148,7.544498,92.4555
149,14.370314,85.629684
150,7.8934627,92.10654
151,18.095898,81.9041
152,91.58018,8.419826
153,92.86075,7.1392493
154,93.169624,6.83038
155,7.0157595,92.98424
156,9.360077,90.63992
157,7.8474855,92.15252
158,90.119644,9.880356
159,92.60809,7.3919015
160,92.390976,7.609026
161,93.25198,6.748017
162,92.582184,7.4178166
163,12.607702,87.392296
164,90.322784,9.677216
165,85.19538,14.804617
166,90.14074,9.859257
167,92.24757,7.7524314
168,92.72575,7.274244
169,7.215603,92.78439
170,93.27296,6.727036
171,92.43183,7.568166
172,11.006069,88.993935
173,8.3800745,91.61993
174,91.78873,8.211276
175,7.104156,92.89584
176,8.206295,91.7937
177,7.037743,92.96226
178,13.377452,86.62255
179,84.148384,15.85162
180,45.04302,54.956985
181,15.321376,84.67862
182,82.11135,17.888641
183,88.354515,11.645485
184,91.31305,8.686956
185,93.15867,6.8413334
186,65.52259,34.477413
187,93.2986,6.7014017
188,93.100716,6.8992863
189,6.787272,93.21272
190,89.43848,10.561529
191,92.516426,7.4835753
192,93.25563,6.744375
193,50.582165,49.41784
194,7.116364,92.883644
195,7.3011136,92.69888
196,83.46287,16.537132
197,21.799677,78.200325
198,71.60728,28.392723
199,89.57237,10.427633
200,9.494554,90.50545
201,26.481073,73.51893
202,92.95569,7.044318
203,91.85767,8.14233
204,91.92305,8.076949
205,7.5535045,92.446495
206,22.44267,77.557335
207,17.948694,82.05131
208,8.1724415,91.82755
209,93.29928,6.70072
210,8.270756,91.72925
211,84.35818,15.641825
212,92.28988,7.710127
213,9.541414,90.45859
214,9.320733,90.67927
215,9.747167,90.25284
216,91.863884,8.136114
217,89.65558,10.344423
218,93.224266,6.775734
219,92.5638,7.4362097
220,90.63269,9.367314
221,92.40473,7.595265
222,93.17108,6.8289123
223,7.5797105,92.42029
224,8.991806,91.008194
225,91.8446,8.155399
226,7.268922,92.73108
227,92.73036,7.2696366
228,8.711344,91.28866
229,90.546974,9.453024
230,12.336768,87.66323
231,7.469037,92.53097
232,92.97706,7.0229383
233,6.887515,93.11248
234,88.23726,11.762743
235,77.02258,22.977423
236,91.41537,8.584633
237,92.94961,7.050386
238,8.226178,91.77383
239,8.403705,91.59629
240,8.648312,91.351685
241,92.32618,7.6738176
242,91.90583,8.094166
243,91.5765,8.423502
244,93.02956,6.9704404
245,8.542695,91.4573
246,12.124748,87.87525
247,93.312965,6.687033
248,86.120804,13.879202
249,92.48764,7.512363
250,10.383471,89.61652
251,92.14912,7.8508854
252,7.1051216,92.89488
253,6.7610145,93.23898
254,92.14039,7.8596106
255,21.9699,78.0301
256,8.603466,91.39654
257,90.15872,9.841284
258,92.95243,7.047569
259,7.760802,92.2392
260,91.14078,8.8592205
261,80.51683,19.483173
262,87.85305,12.14695
263,88.21279,11.787205
264,92.12673,7.873265
265,93.270996,6.728997
266,7.784766,92.21523
267,93.18937,6.810633
268,9.620392,90.37961
269,40.92453,59.075474
270,86.49397,13.506022
271,7.407649,92.592354
272,8.891341,91.108665
273,83.569176,16.430824
274,19.5891,80.4109
275,91.38343,8.616571
276,7.812202,92.1878
277,65.29163,34.708363
278,37.16644,62.83356
279,92.83456,7.1654425
280,13.140546,86.85945
281,93.16121,6.838793
282,90.04575,9.954237
283,92.38997,7.6100388
284,7.4971094,92.502884
285,88.10871,11.891286
286,92.10656,7.893442
287,6.6122837,93.38772
288,9.666595,90.333405
289,7.2410808,92.75892
290,92.60456,7.395441
291,7.3865414,92.61345
292,92.81174,7.188266
293,7.6903505,92.30965
294,31.922573,68.07743
295,92.15488,7.8451233
296,10.326469,89.67353
297,14.013648,85.98635
298,7.8089185,92.191086
299,35.08177,64.91823
300,92.92619,7.073804
301,92.68165,7.3183513
302,87.66678,12.333214
303,8.651333,91.34866
304,8.011166,91.98883
305,91.47485,8.525139
306,9.19427,90.805725
307,92.48494,7.515064
308,7.3793926,92.62061
309,8.277576,91.72242
310,7.6897116,92.31029
311,92.60495,7.3950543
312,7.8237414,92.176254
313,6.8014936,93.19851
314,11.047162,88.95284
315,14.413017,85.586975
316,91.9119,8.08809
317,7.600925,92.39908
318,90.972206,9.027794
319,92.71378,7.2862206
320,20.441147,79.55885
321,10.401408,89.59859
322,14.49257,85.50743
323,7.440079,92.55992
324,92.73573,7.2642684
325,7.2598433,92.74016
326,25.70441,74.295586
327,7.45043,92.54957
328,93.05823,6.941774
329,92.5031,7.4969063
330,7.985123,92.01488
331,93.27612,6.723881
332,6.786847,93.21315
333,7.6690807,92.33092
334,7.979263,92.02074
335,93.27637,6.723625
336,92.234795,7.7652016
337,92.62936,7.370643
338,92.2857,7.714298
339,7.9022474,92.097755
340,92.253784,7.7462153
341,6.6962643,93.303734
342,92.55686,7.4431353
343,50.182556,49.817444
344,91.9671,8.032904
345,15.892443,84.10756
346,92.92743,7.0725718
347,8.534643,91.465355
348,10.473948,89.526054
349,91.47033,8.529668
350,92.681435,7.318566
351,92.15355,7.846452
352,92.57862,7.4213796
353,8.193108,91.80689
354,92.55234,7.447661
355,91.84056,8.159442
356,10.576001,89.423996
357,93.26846,6.731537
358,6.616871,93.383125
359,81.46541,18.534595
360,7.276291,92.72371
361,91.84773,8.152271
362,93.35182,6.648175
363,92.99415,7.0058494
364,28.173223,71.826775
365,91.656494,8.343505
366,8.449484,91.550514
367,11.085488,88.91451
368,7.2791924,92.72081
369,92.794815,7.2051806
370,9.191843,90.80816
371,92.6701,7.329905
372,80.05113,19.948862
373,8.892385,91.10762
374,92.77453,7.2254725
375,16.004017,83.99598
376,7.330633,92.669365
377,7.2739296,92.72607
378,7.0589213,92.94108
379,46.290054,53.70994
380,6.9429817,93.05702
381,7.9398775,92.06012
382,7.962826,92.03717
383,56.533424,43.466564
384,93.07356,6.92644
385,7.9140043,92.08599
386,35.685364,64.31464
387,92.53882,7.4611845
388,9.478274,90.52172
389,7.581829,92.41817
390,7.4422927,92.55771
391,7.2272377,92.772766
392,92.163414,7.8365912
393,8.420854,91.57915
394,9.218618,90.78138
395,10.770057,89.22994
396,91.57175,8.428255
397,13.99944,86.00056
398,55.89149,44.10851
399,91.51136,8.488639
400,92.81804,7.18196
401,89.320305,10.6797
402,91.07028,8.929718
403,91.80848,8.1915245
404,8.186387,91.813614
405,13.739379,86.26062
406,7.2529426,92.747055
407,92.87405,7.1259556
408,9.868195,90.131805
409,91.00118,8.998816
410,9.830685,90.16932
411,92.99921,7.0007935
412,92.94857,7.051428
413,92.15176,7.848243
414,91.26965,8.730346
415,92.46561,7.534394
416,7.3019595,92.698044
417,92.11761,7.882395
418,27.784073,72.215935
419,11.089761,88.91023
420,8.775873,91.22413
421,65.21303,34.786976
422,92.84037,7.1596317
423,91.29833,8.701659
424,91.98433,8.015674
425,92.766495,7.2335033
426,10.646385,89.353615
427,84.64296,15.357039
428,7.261701,92.7383
429,92.546646,7.4533515
430,6.7193007,93.2807
431,7.6237707,92.37623
432,92.51336,7.4866405
433,87.55914,12.440858
434,74.44594,25.554062
435,87.28318,12.716816
436,91.650955,8.349046
437,86.5018,13.498199
438,8.400032,91.59997
439,21.59839,78.40161
440,92.91356,7.0864396
441,59.442337,40.557663
442,7.185872,92.81413
443,7.663028,92.336975
444,75.255875,24.744137
445,89.43249,10.567519
446,25.394714,74.60529
447,65.43594,34.564056
448,7.959668,92.04033
449,90.49908,9.500924
450,88.64663,11.353366
451,7.0724154,92.92758
452,83.07214,16.927855
453,6.972359,93.02765
454,88.34881,11.651192
455,9.896515,90.103485
456,8.328109,91.67189
457,89.76029,10.239713
458,92.98488,7.015126
459,92.89316,7.1068435
460,93.08265,6.917352
461,6.999563,93.000435
462,90.48325,9.516745
463,24.013844,75.98615
464,92.23806,7.7619367
465,90.77351,9.22649
466,90.18073,9.819263
467,7.0810785,92.91892
468,92.242065,7.7579274
469,8.159258,91.840744
470,10.818095,89.1819
471,7.849387,92.15061
472,6.9321036,93.067894
473,50.858932,49.141064
474,91.827156,8.172846
475,10.2749815,89.72502
476,8.170419,91.82959
477,92.96222,7.037784
478,35.659077,64.34092
479,90.7817,9.218298
480,10.000071,89.99993
481,9.212584,90.787415
482,6.9309287,93.06907
483,9.815405,90.18459
484,9.706303,90.2937
485,92.26546,7.7345395
486,58.972286,41.02771
487,92.02877,7.9712334
488,10.306841,89.69316
489,7.39429,92.60571
490,7.6961575,92.30384
491,91.01204,8.987961
492,7.302148,92.697845
493,15.524676,84.47532
494,10.36916,89.630844
495,92.77579,7.2242117
496,90.704025,9.295972
497,85.77885,14.221147
498,89.183685,10.816316
499,91.22561,8.77439
500,7.1027546,92.89724
501,8.345405,91.654594
502,92.26002,7.739986
503,74.81326,25.186735
504,92.71887,7.2811327
505,92.83955,7.1604548
506,91.16843,8.831572
507,91.33594,8.664064
508,87.84296,12.157044
509,93.231514,6.7684875
510,8.736129,91.26387
511,93.33627,6.663729
512,93.10418,6.895823
513,6.77519,93.22481
514,10.032393,89.967606
515,10.416683,89.58332
516,27.42371,72.576294
517,28.765675,71.23432
518,24.51331,75.48669
519,75.9781,24.021898
520,7.8153224,92.18468
521,7.725786,92.274216
522,11.714933,88.285065
523,92.6805,7.319507
524,91.534874,8.465121
525,91.67896,8.321043
526,92.98488,7.0151143
527,6.6032996,93.3967
528,9.243224,90.756775
529,8.077995,91.922005
530,92.052414,7.947589
531,7.8294744,92.17053
532,91.79543,8.204567
533,9.01907,90.98093
534,26.457792,73.542206
535,6.9511013,93.0489
536,7.478078,92.52193
537,93.14089,6.859109
538,12.131014,87.86899
539,9.370409,90.62959
540,18.813568,81.18643
541,7.023667,92.97633
542,91.893425,8.106573
543,91.138535,8.861461
544,52.03517,47.964832
545,67.98115,32.01885
546,7.713947,92.28605
547,6.6746235,93.32537
548,91.02959,8.970412
549,22.812002,77.187996
550,11.572907,88.42709
551,9.334911,90.66509
552,93.42009,6.5799103
553,93.11552,6.8844824
554,92.91274,7.0872574
555,92.925865,7.0741363
556,92.795135,7.2048693
557,88.22655,11.773448
558,19.561808,80.438194
559,92.66971,7.3302927
560,92.223175,7.776829
561,91.06691,8.933091
562,92.408005,7.5919943
563,9.04446,90.955536
564,87.98063,12.01937
565,93.00383,6.9961696
566,57.629074,42.370926
567,7.965068,92.034935
568,8.944908,91.05509
569,7.1559176,92.84408
570,7.453162,92.54684
571,53.488625,46.511375
572,93.100044,6.89995
573,8.818026,91.18198
574,90.27046,9.729529
575,8.603106,91.3969
576,50.936455,49.063545
577,8.653941,91.34606
578,92.53389,7.4661174
579,92.213264,7.786738
580,11.729985,88.27002
581,92.50029,7.4997044
582,90.64711,9.352886
583,92.276695,7.723305
584,92.73165,7.268352
585,92.635765,7.364228
586,7.8009787,92.19902
587,93.271545,6.728456
588,6.699088,93.30092
589,92.65025,7.349748
590,69.374886,30.625114
591,6.7969313,93.203064
592,92.05136,7.9486346
593,91.902016,8.097981
594,14.341598,85.6584
595,12.048206,87.95179
596,93.183846,6.816151
597,9.21755,90.78245
598,89.604256,10.395738
599,6.9349155,93.06509
600,88.816,11.183999
601,92.221634,7.7783623
602,9.307271,90.692726
603,7.665816,92.33419
604,89.69488,10.305122
605,8.548699,91.4513
606,7.944886,92.055115
607,7.155302,92.844696
608,91.309555,8.690454
609,92.56655,7.4334545
610,40.97002,59.029984
611,91.34775,8.652256
612,7.012108,92.98789
613,7.649412,92.35059
614,49.974007,50.025993
615,69.70729,30.292707
616,93.34883,6.651166
617,8.03992,91.96008
618,10.004778,89.99522
619,8.681185,91.31881
620,50.698124,49.301876
621,91.70445,8.295546
622,92.46918,7.530822
623,91.457245,8.542753
624,8.219223,91.780785
625,92.50672,7.4932785
626,45.479465,54.520542
627,92.63449,7.365513
628,89.548996,10.450998
629,92.9465,7.0534997
630,92.410484,7.589514
631,89.19006,10.8099375
632,93.23285,6.767146
633,93.02449,6.975507
634,20.807823,79.19218
635,9.2526245,90.74738
636,6.918685,93.081314
637,7.8440657,92.15593
638,7.4865766,92.51343
639,92.93917,7.06083
640,8.931004,91.06899
641,92.95112,7.048881
642,6.735709,93.26429
643,9.26526,90.73474
644,74.78385,25.21615
645,6.9679976,93.032005
646,27.421696,72.57831
647,9.601258,90.39874
648,13.1196575,86.88034
649,86.99123,13.008772
650,92.14513,7.854871
651,9.07121,90.92879
652,93.170616,6.8293853
653,8.594812,91.40519
654,92.846954,7.1530485
655,7.1544185,92.84558
656,90.99887,9.001134
657,12.811351,87.18865
658,93.12293,6.8770676
659,93.35795,6.6420527
660,24.735033,75.26497
661,8.558121,91.44188
662,90.86683,9.133171
663,92.88112,7.118878
664,10.2577095,89.742294
665,7.9582705,92.04174
666,6.8717957,93.128204
667,6.9548106,93.04519
668,92.87262,7.1273804
669,92.07699,7.9230165
670,6.784479,93.21552
671,9.040299,90.9597
672,7.479432,92.52056
673,91.67395,8.32605
674,88.97298,11.02702
675,6.980019,93.01998
676,9.7471285,90.25287
677,90.88278,9.117222
678,89.9373,10.062696
679,92.28215,7.717842
680,92.34251,7.6574893
681,7.42521,92.57479
682,84.309875,15.690121
683,7.2163715,92.78362
684,90.6508,9.349198
685,8.265725,91.734276
686,90.2712,9.728796
687,83.585754,16.414248
688,91.65161,8.348391
689,92.43885,7.561158
690,92.52771,7.4722886
691,8.078191,91.921814
692,6.6027956,93.39721
693,7.411643,92.588356
694,88.966385,11.033611
695,10.029102,89.9709
696,6.8499365,93.15006
697,7.3165903,92.6834
698,90.127754,9.872248
699,61.344326,38.655678
700,80.041046,19.95896
701,8.653963,91.34604
702,19.395174,80.60482
703,27.34991,72.650085
704,92.00185,7.9981604
705,88.52855,11.471449
706,8.329056,91.670944
707,86.32832,13.671677
708,17.04196,82.958046
709,32.91952,67.08048
710,93.23433,6.7656713
711,7.140676,92.85932
712,12.019064,87.98094
713,92.9018,7.098199
714,37.95276,62.04724
715,44.17339,55.826603
716,92.97134,7.028663
717,6.9409313,93.05907
718,91.60652,8.393476
719,11.994692,88.00531
720,92.24188,7.758121
721,6.6359878,93.36401
722,7.044466,92.95553
723,92.59963,7.4003725
724,12.815815,87.18418
725,92.87897,7.1210303
726,90.43118,9.568818
727,93.04637,6.953629
728,7.3208437,92.67916
729,93.11488,6.8851223
730,7.2967477,92.70325
731,6.6864142,93.31359
732,7.247524,92.75247
733,8.582024,91.41798
734,92.5906,7.4093976
735,7.9831266,92.01688
736,8.119074,91.88093
737,7.163293,92.83671
738,10.745902,89.2541
739,92.932625,7.0673814
740,7.9831657,92.01683
741,8.322579,91.67742
742,86.27717,13.722825
743,7.816757,92.183235
744,7.162439,92.83756
745,6.764543,93.23546
746,92.53762,7.462377
747,7.8748884,92.12511
748,8.519507,91.48049
749,92.745224,7.2547784
750,92.27746,7.7225432
751,28.249645,71.75035
752,91.91154,8.088464
753,6.678066,93.32194
754,92.643105,7.3568964
755,93.28656,6.7134366
756,90.62073,9.3792715
757,92.87535,7.1246467
758,91.233536,8.766454
759,92.556595,7.443408
760,13.242814,86.75719
761,14.8676605,85.13234
762,69.82968,30.170319
763,7.109268,92.89073
764,7.902204,92.09779
765,9.969296,90.0307
766,17.54464,82.45535
767,7.073871,92.926125
768,14.733972,85.26603
769,14.087531,85.912476
770,8.422793,91.57721
771,92.14604,7.8539624
772,8.7360935,91.2639
773,8.2034645,91.79654
774,92.485374,7.514628
775,93.2495,6.750508
776,7.7438354,92.256165
777,8.064899,91.9351
778,7.63867,92.36133
779,92.93658,7.0634284
780,8.200265,91.799736
781,91.008415,8.991584
782,93.132706,6.867294
783,7.709237,92.29076
784,12.828626,87.17138
785,92.49371,7.5062885
786,6.989245,93.01075
787,86.481316,13.518693
788,93.21263,6.7873707
789,12.122933,87.87707
790,32.109222,67.89078
791,92.551025,7.448974
792,68.368355,31.63165
793,90.62594,9.374061
794,9.895975,90.10403
795,87.39811,12.601887
796,91.23843,8.761572
797,14.810986,85.18902
798,91.69825,8.3017435
799,91.07545,8.924547
800,90.502945,9.49706
801,72.87616,27.123842
802,92.735016,7.2649865
803,6.6531205,93.34688
804,91.68136,8.31864
805,10.451393,89.54861
806,8.055945,91.94405
807,8.491596,91.5084
808,19.040243,80.95976
809,91.945816,8.054186
810,90.3815,9.618495
811,7.773475,92.226524
812,7.1913743,92.808624
813,89.81418,10.185819
814,7.700835,92.299164
815,91.72417,8.275832
816,91.99285,8.007156
817,92.7419,7.2580996
818,7.4044695,92.595535
819,93.127464,6.8725348
820,7.508602,92.491394
821,76.96813,23.03186
822,9.601619,90.398384
823,71.09505,28.904957
824,26.654318,73.34569
825,7.0025487,92.99745
826,92.93788,7.062124
827,7.089562,92.91043
828,28.125673,71.87433
829,92.71384,7.2861714
830,89.20085,10.79915
831,90.77428,9.225718
832,93.09013,6.909862
833,7.150508,92.84949
834,92.6611,7.3389053
835,91.5934,8.406596
836,91.815094,8.184904
837,92.79397,7.2060304
838,7.2474747,92.752525
839,91.58477,8.415228
840,91.305626,8.694378
841,92.69084,7.3091516
842,21.319525,78.68047
843,6.608906,93.39109
844,92.67555,7.3244476
845,9.118133,90.881874
846,6.939803,93.060196
847,11.87641,88.1236
848,92.80902,7.1909814
849,36.958298,63.041706
850,9.206948,90.79305
851,92.45475,7.545249
852,6.937965,93.062035
853,6.6896462,93.310356
854,89.52101,10.478993
855,7.2647004,92.735306
856,91.99488,8.005123
857,7.8089066,92.19109
858,93.08087,6.9191256
859,91.333305,8.666699
860,90.143166,9.8568325
861,67.114624,32.885376
862,92.03067,7.969336
863,91.42286,8.57714
864,10.804877,89.19513
865,7.886397,92.1136
866,6.646804,93.353195
867,93.36608,6.633919
868,8.480503,91.5195
869,11.164028,88.835976
870,60.680725,39.319275
871,7.7999773,92.20003
872,90.83849,9.161512
873,6.589651,93.41035
874,92.86412,7.1358747
875,7.468475,92.531525
876,7.2522545,92.74774
877,9.432859,90.56714
878,12.638225,87.36177
879,92.33079,7.6692076
880,17.714937,82.28506
881,11.107106,88.8929
882,6.949478,93.05052
883,67.54606,32.453938
884,59.359646,40.640354
885,28.750854,71.24915
886,39.800705,60.199303
887,92.98929,7.010708
888,92.9382,7.061793
889,92.80548,7.194522
890,92.10687,7.8931265
891,87.41598,12.584027
892,92.749695,7.250296
893,93.43616,6.563841
894,91.15928,8.840721
895,92.805016,7.19498
896,93.0014,6.9985948
897,90.975624,9.024378
898,91.38787,8.612129
899,92.85904,7.1409664
900,93.34146,6.658543
901,11.539284,88.46072
902,7.383816,92.61618
903,7.8812146,92.11878
904,6.944354,93.05564
905,92.72138,7.278624
906,7.9466286,92.053375
907,10.215624,89.78438
908,91.361755,8.638243
909,6.9622912,93.037704
910,92.82942,7.170581
911,22.683693,77.3163
912,8.166078,91.833916
913,8.309465,91.69054
914,6.925554,93.07444
915,11.624792,88.375206
916,92.813354,7.1866484
917,92.76585,7.2341547
918,8.778758,91.221245
919,9.745934,90.25406
920,6.860479,93.13953
921,92.07573,7.9242764
922,7.6551256,92.34487
923,80.66259,19.337412
924,84.635185,15.364809
925,7.9841146,92.015884
926,92.62717,7.3728333
927,92.86002,7.139973
928,89.7671,10.232896
929,88.868546,11.1314535
930,8.197837,91.80216
931,7.607302,92.39269
932,7.3211737,92.678825
933,8.430312,91.56969
934,91.273415,8.726582
935,93.21781,6.78219
936,93.07867,6.921336
937,74.80914,25.190857
938,93.280846,6.71916
939,91.70727,8.292732
940,89.03131,10.968682
941,7.853133,92.146866
942,9.282067,90.717926
943,86.747154,13.252841
944,10.758774,89.241234
945,7.825432,92.17457
946,7.0500097,92.94999
947,92.38838,7.611619
948,33.44779,66.552216
949,92.63781,7.3621945
950,32.991974,67.00803
951,91.149086,8.85091
952,92.944275,7.055726
953,10.615393,89.384605
954,9.411986,90.58801
955,92.82789,7.1721168
956,7.38747,92.612526
957,7.5457387,92.45426
958,91.95792,8.042088
959,91.92815,8.071854
960,84.249855,15.750148
961,92.39814,7.6018615
962,6.6168747,93.38312
963,7.5440726,92.455925
964,91.97023,8.029766
965,8.291304,91.7087
966,88.1377,11.862293
967,7.325293,92.674706
968,20.238266,79.761734
969,9.401937,90.59806
970,92.68471,7.3152943
971,92.81939,7.1806073
972,50.586258,49.413746
973,10.240273,89.75973
974,92.98056,7.0194416
975,7.0794234,92.92057
976,92.33792,7.662081
977,8.64844,91.351555
978,92.294174,7.705824
979,51.48627,48.51373
980,32.58577,67.41423
981,92.231255,7.7687488
982,91.004555,8.9954405
983,7.2380424,92.761955
984,93.03033,6.969677
985,11.322494,88.677505
986,88.95121,11.048787
987,6.964352,93.035645
988,6.6969066,93.30309
989,93.191216,6.808778
990,19.677479,80.322525
991,7.217353,92.78265
992,7.115055,92.88495
993,81.20315,18.79685
994,74.2758,25.724197
995,93.41975,6.58025
996,92.69571,7.304291
997,92.67509,7.32491
998,93.12601,6.8739944
999,7.7302747,92.26972
1000,8.694859,91.305145
1001,83.80691,16.1931
1002,93.204384,6.7956104
1003,14.748014,85.25198
1004,14.757945,85.24206
1005,7.237608,92.76239
1006,28.443182,71.556816
1007,17.890295,82.1097
1008,93.22158,6.778415
1009,7.4902067,92.50979
1010,90.79167,9.208328
1011,85.860634,14.139371
1012,6.794283,93.20571
1013,7.0005455,92.99945
1014,45.379658,54.620342
1015,92.320496,7.679499
1016,31.179777,68.82022
1017,88.57489,11.425109
1018,92.8896,7.1103992
1019,92.82187,7.1781306
1020,6.7735353,93.22647
1021,88.55652,11.443476
1022,6.8446455,93.15536
1023,8.6429205,91.35708
1024,10.262661,89.737335
1025,18.689697,81.3103
1026,7.6855464,92.31446
1027,14.549762,85.45024
1028,16.793146,83.206856
1029,87.77791,12.222095
1030,7.2555294,92.74447
1031,93.383385,6.6166215
1032,15.132776,84.867226
1033,93.12871,6.8712907
1034,91.81421,8.185794
1035,91.12156,8.87844
1036,8.62459,91.37541
1037,74.88165,25.118347
1038,93.399895,6.6001067
1039,8.979395,91.0206
1040,10.427891,89.572105
1041,92.72944,7.2705655
1042,7.0699954,92.93001
1043,92.85702,7.1429834
1044,9.323594,90.67641
1045,7.543379,92.45661
1046,8.525419,91.47458
1047,92.8213,7.1786976
1048,93.203896,6.7961054
1049,7.0234075,92.97659
1050,67.92072,32.07928
1051,90.839455,9.160547
1052,8.183909,91.81609
1053,6.8886833,93.11132
1054,92.424324,7.5756774
1055,10.367626,89.63238
1056,93.26789,6.732117
1057,8.133051,91.86695
1058,92.89549,7.1045017
1059,7.95808,92.04192
1060,92.61158,7.388418
1061,7.6680117,92.331985
1062,22.061802,77.9382
1063,92.40467,7.595326
1064,91.9013,8.098706
1065,7.154372,92.84563
1066,92.72389,7.276103
1067,6.653747,93.34625
1068,10.174678,89.825325
1069,12.343565,87.65644
1070,8.164669,91.83533
1071,91.400536,8.599471
1072,6.62191,93.37809
1073,7.502556,92.497444
1074,92.35351,7.6464944
1075,13.36675,86.63325
1076,8.512824,91.48718
1077,92.93849,7.061511
1078,86.52075,13.479241
1079,86.73467,13.265324
1080,93.147446,6.852559
1081,7.914474,92.085526
1082,89.44475,10.555251
1083,88.57425,11.425747
1084,9.750077,90.24992
1085,93.33491,6.6650906
1086,6.9708033,93.0292
1087,14.991167,85.008835
1088,53.658443,46.341553
1089,17.460772,82.53923
1090,7.6138725,92.38612
1091,72.910324,27.08968
1092,92.36804,7.631959
1093,7.3983936,92.6016
1094,7.311356,92.688644
1095,7.075715,92.924286
1096,7.5084343,92.49156
1097,92.30851,7.6914907
1098,92.67407,7.32593
1099,93.35331,6.646681
1100,9.909295,90.090706
1101,7.963936,92.036064
1102,18.475924,81.52408
1103,7.037049,92.96295
1104,8.41669,91.58331
1105,91.6395,8.360498
1106,9.768978,90.231026
1107,17.658722,82.34128
1108,8.46239,91.53761
1109,92.87396,7.126041
1110,92.096306,7.9036894
1111,7.1099358,92.89007
1112,89.31311,10.686889
1113,92.718864,7.2811365
1114,40.141335,59.85866
1115,8.898737,91.101265
1116,7.5027533,92.497246
1117,6.773048,93.22695
1118,13.215319,86.784676
1119,91.28838,8.711618
1120,73.864914,26.13509
1121,7.250557,92.74944
1122,88.42961,11.570394
1123,7.6128817,92.387115
1124,85.80258,14.197426
1125,74.01836,25.981644
1126,7.769538,92.23046
1127,90.07906,9.920939
1128,6.7135787,93.28642
