,Male,Female
1005,50.52384,49.476154
1006,49.66083,50.33916
1007,49.914654,50.085342
1008,49.538773,50.46122
1009,50.302063,49.697933
1010,49.82507,50.174934
1011,50.561775,49.438236
1012,49.991467,50.00853
1013,49.959766,50.040226
1014,49.833923,50.166084
1015,49.82626,50.17374
1016,50.46302,49.536976
1017,50.024338,49.975662
1018,50.166935,49.833065
1019,49.7668,50.233196
1020,50.05754,49.94246
1021,50.564415,49.435585
1022,49.42423,50.575764
1023,50.35249,49.647514
1024,50.003094,49.996902
1025,50.05213,49.94787
1026,49.523468,50.476532
1027,49.69585,50.30415
1028,50.515453,49.484547
1029,50.366707,49.633293
1030,49.91748,50.082516
1031,49.737343,50.262653
1032,50.58653,49.41348
1033,50.180077,49.819912
1034,50.024544,49.975456
1035,50.43016,49.569843
1036,49.893234,50.106766
1037,49.58817,50.411827
1038,49.990604,50.00939
1039,49.6293,50.3707
1040,49.64547,50.35453
1041,49.736877,50.263126
1042,50.28426,49.715736
1043,49.996773,50.00323
1044,49.4811,50.518906
1045,49.42327,50.57673
1046,50.247894,49.752106
1047,49.816605,50.18339
1048,50.458378,49.54162
1049,49.818657,50.181343
1050,49.47237,50.527634
1051,49.7896,50.2104
1052,50.37744,49.622555
1053,49.547077,50.45292
1054,50.028725,49.971275
1055,49.65438,50.345623
1056,50.198143,49.80185
1057,49.9314,50.0686
1058,49.7321,50.2679
1059,49.5148,50.4852
1060,49.50941,50.490593
1061,50.510853,49.48915
1062,49.505127,50.494873
1063,49.987732,50.01227
1064,50.524574,49.475433
1065,50.235218,49.764782
1066,50.338387,49.66161
1067,49.503994,50.496
1068,50.435043,49.56496
1069,50.21311,49.78689
1070,49.780266,50.219738
1071,49.85098,50.149025
1072,49.481915,50.51809
1073,49.82868,50.171314
1074,49.62978,50.370216
1075,50.392258,49.607746
1076,49.821815,50.17818
1077,49.83426,50.16574
1078,50.264122,49.735886
1079,49.922764,50.07724
1080,49.757164,50.242836
1081,50.447952,49.55205
1082,49.484478,50.515522
1083,50.247375,49.75263
1084,49.693253,50.306747
1085,50.253563,49.74643
1086,50.167404,49.832592
1087,50.229816,49.77018
1088,49.48672,50.513275
1089,49.535103,50.464897
1090,49.9708,50.029194
1091,49.547832,50.45217
1092,49.423607,50.57639
1093,49.909077,50.090935
1094,50.331814,49.66819
1095,49.880592,50.119408
1096,50.129097,49.8709
1097,49.496033,50.503967
1098,50.184708,49.815292
1099,50.1576,49.842396
1100,49.835922,50.164074
1101,50.113922,49.886086
1102,49.913494,50.086506
1103,49.629787,50.37021
1104,50.049652,49.950348
1105,49.551384,50.448616
1106,49.770145,50.229855
1107,50.090443,49.909557
1108,50.423515,49.57649
1109,49.821125,50.178875
1110,49.95453,50.045467
1111,49.805183,50.194817
1112,49.84371,50.15629
1113,50.371777,49.628223
1114,49.858437,50.141567
1115,49.539314,50.46069
1116,50.052303,49.947697
1117,49.980713,50.019283
1118,50.180733,49.81927
1119,49.661438,50.338562
1120,49.83276,50.167244
1121,49.835117,50.164883
1122,50.135,49.864998
1123,49.53973,50.460274
1124,49.984238,50.01576
1125,50.440144,49.55985
1126,49.997673,50.002323
1127,50.01337,49.98663
1128,50.28829,49.71171
1129,50.389046,49.61095
1130,50.169365,49.83063
1131,49.842148,50.157856
1132,50.347416,49.65258
1133,50.000507,49.99949
1134,49.574543,50.425457
1135,49.58002,50.41998
1136,50.429493,49.570507
1137,50.25934,49.740654
1138,49.47787,50.52213
1139,50.536243,49.463757
1140,50.108547,49.89145
1141,50.131058,49.86894
1142,50.04511,49.95489
1143,49.536823,50.463177
1144,49.843723,50.156284
1145,49.64983,50.35017
1146,50.06644,49.93356
1147,50.041115,49.95888
1148,49.744343,50.25566
1149,50.31078,49.689217
1150,49.77339,50.226604
1151,49.863037,50.136967
