,Q1,Q3,Q4,Q2
101,6.4149218,72.880486,9.665254,11.03934
102,58.67817,10.317896,19.215717,11.788228
103,75.37439,5.766158,13.168915,5.6905336
104,17.708643,6.8458476,62.19561,13.249903
105,71.8563,3.4481518,19.651863,5.043691
106,80.39006,2.9457045,9.189891,7.4743524
107,6.5700183,5.5459485,3.147183,84.736855
108,12.258593,6.9196234,77.964485,2.8573003
109,75.71809,4.327481,14.274582,5.6798534
110,4.016972,85.66243,5.804591,4.5160036
111,6.176913,4.721878,2.823404,86.2778
112,3.4661684,85.9496,7.0553474,3.528883
113,13.465577,8.222024,74.71031,3.6020868
114,10.210929,6.6666613,80.53067,2.59174
115,80.93787,2.8947659,10.836046,5.3313203
116,5.4262147,4.5499706,2.805512,87.2183
117,17.140232,6.2209105,72.45667,4.1821795
118,18.858423,7.484135,70.19483,3.4626186
119,63.90928,5.909274,23.453886,6.7275567
120,48.65843,6.04369,34.558346,10.739534
121,3.3980768,87.65942,5.181239,3.7612557
122,3.7756515,86.238464,6.4563527,3.529532
123,6.637747,4.8769875,2.7685637,85.7167
124,11.520704,11.49518,73.51591,3.46821
125,46.53905,12.50556,30.046316,10.909074
126,81.64097,3.4896917,9.69969,5.169649
127,8.787763,5.387109,83.13872,2.6864157
128,3.642471,86.97761,6.047384,3.332543
129,75.406334,4.8424945,12.789636,6.961542
130,9.092086,7.361658,80.901665,2.6445968
131,11.89179,7.933744,75.07975,5.094722
132,6.3814216,4.801286,2.9182978,85.899
133,3.9162834,85.25872,4.768501,6.0564985
134,9.458889,7.650623,79.96076,2.929721
135,10.465498,4.9710126,80.80862,3.754878
136,7.609656,6.1177073,3.9758344,82.2968
137,60.479134,8.600836,17.224865,13.695167
138,5.8131595,3.5084386,2.857471,87.82093
139,78.60354,3.410975,8.963837,9.021645
140,67.572655,3.929682,10.850353,17.647318
141,25.159586,45.44873,16.480259,12.911424
142,8.528224,73.865746,10.301616,7.304413
143,11.3070755,6.911382,78.767654,3.0138958
144,15.309636,12.981311,8.180753,63.528305
145,10.8835,4.902617,80.581566,3.6323228
146,13.126276,7.928838,72.47635,6.468544
147,10.860614,6.809379,78.713905,3.6161046
148,6.2915645,3.9321647,3.9072149,85.86906
149,10.135584,5.9519854,80.916885,2.9955482
150,13.015248,4.923208,76.77532,5.2862206
151,24.03093,33.32928,30.293781,12.346009
152,9.057993,5.2109838,83.26543,2.4655943
153,8.793083,7.703182,80.18494,3.3188024
154,55.56945,6.673784,31.897131,5.859633
155,4.246665,84.2561,6.0006914,5.496542
156,6.800339,70.428444,16.129852,6.6413617
157,3.4875233,87.58738,5.497049,3.428048
158,18.436768,7.7388706,70.27174,3.5526164
159,78.82583,2.8119671,10.304726,8.057484
160,3.20062,87.980064,5.272281,3.547032
161,4.8779893,83.29239,6.6954045,5.13422
162,4.3291974,82.83245,6.636302,6.202056
163,10.599085,4.953693,81.7226,2.7246075
164,4.307302,84.565506,4.8317585,6.2954397
165,14.933777,5.64186,76.46,2.9643662
166,9.547982,5.336653,82.384926,2.730439
167,8.024211,6.5452175,3.7878659,81.64271
168,70.527794,6.4627647,16.495174,6.5142684
169,6.6893554,3.8778684,2.6796508,86.75312
170,80.4127,3.2604928,8.8561,7.470711
171,27.102947,8.015869,60.813225,4.0679665
172,57.641487,10.196849,23.664492,8.497173
173,12.641599,8.294304,69.40233,9.661772
174,35.317154,13.953878,42.51515,8.213818
175,21.6091,5.723507,68.49143,4.17596
176,12.467317,19.199942,5.908243,62.4245
177,73.45745,6.018925,14.571656,5.951966
178,11.1518545,6.917034,74.81304,7.1180725
179,5.2501473,3.7363033,2.797049,88.2165
180,3.2127984,87.8348,5.5813236,3.3710759
181,17.751356,8.094254,70.700935,3.4534585
182,53.423,5.5923066,10.360816,30.62388
183,74.5784,5.463353,14.801794,5.15645
184,5.364506,3.671619,2.7245684,88.2393
185,5.9665627,4.4010015,2.9056385,86.72679
186,7.248394,4.6593614,3.3588755,84.733376
187,10.190298,4.5642323,82.46609,2.7793777
188,7.3276544,74.06283,6.9202332,11.689279
189,8.554246,54.594223,29.681747,7.169782
190,62.455864,8.626446,23.655664,5.262022
191,82.80481,3.0403001,8.810414,5.3444757
192,79.15689,4.613338,10.842981,5.3867908
193,81.61906,3.751437,9.093477,5.536023
194,7.9036117,4.419857,5.344692,82.33184
195,4.0543957,85.75071,6.814779,3.3801186
196,11.966517,9.867014,75.16479,3.001682
197,10.6567,7.407277,79.10009,2.8359308
198,3.774668,86.97223,5.405287,3.8478122
199,79.8621,4.047108,11.195034,4.8957562
200,80.176636,3.1759791,9.026088,7.621296
201,27.982239,8.768448,56.753475,6.4958444
202,7.98935,4.631423,4.0151963,83.36403
203,6.188633,79.61707,8.553544,5.64075
204,71.26707,3.9124496,19.497543,5.322941
205,82.33756,2.8992114,9.133616,5.6296077
206,5.4722834,3.4575298,2.7678368,88.302345
207,51.836746,13.472295,25.899706,8.791252
208,13.882407,8.260496,73.59141,4.2656865
209,82.49425,3.1386533,8.801221,5.565881
210,65.426895,4.3332067,14.279145,15.960756
211,3.1117146,88.35734,4.5326633,3.9982848
212,74.941475,4.5613914,11.736671,8.760466
213,22.987886,43.59765,16.267351,17.14711
214,14.695337,7.9765463,9.025645,68.302475
215,9.82343,6.9430323,80.781235,2.4523063
216,12.531047,7.4404345,77.1207,2.9078293
217,6.2195373,3.7124608,2.9223764,87.14563
218,3.857749,87.32284,5.329838,3.4895782
219,6.3058443,7.3500385,3.5876627,82.75645
220,12.515537,5.806665,79.034065,2.6437304
221,66.17136,4.1825404,16.98617,12.659923
222,8.385044,7.2266073,3.7223153,80.66603
223,10.406168,7.4394984,79.442406,2.7119296
224,6.1393523,3.7242882,3.1766884,86.95966
225,6.948198,5.588115,2.7908175,84.672874
226,3.2034245,86.0231,6.481316,4.292158
227,12.177246,5.578006,79.249504,2.9952383
228,73.896454,6.3423963,11.554141,8.207009
229,17.101332,4.264806,75.23229,3.4015753
230,79.93452,3.9319162,8.875375,7.2581983
231,3.0031116,88.017395,5.047838,3.9316614
232,9.851898,5.2617116,82.35576,2.5306382
233,7.3447146,5.082126,3.6632113,83.90995
234,8.37247,3.6290102,3.4896753,84.50885
235,76.2599,3.6989186,11.690848,8.350326
236,12.71764,53.843792,12.565671,20.872902
237,8.364487,73.90293,11.373019,6.359559
238,9.734915,5.4334717,5.0490947,79.78252
239,7.074457,5.1009364,3.8540597,83.97055
240,80.72319,3.0774477,9.067735,7.131624
241,20.743925,6.9378095,67.72068,4.597583
242,8.722869,6.094458,82.52725,2.6554189
243,5.6837564,4.0458508,2.9810815,87.28931
244,9.667276,5.0670905,82.77481,2.4908257
245,3.2546737,87.84756,4.9312496,3.9665217
246,71.76127,5.0016007,16.43032,6.806811
247,5.288445,3.8415458,2.8775432,87.99246
248,17.21911,10.141638,68.76094,3.8782976
249,8.8516,5.9458675,82.40996,2.79257
250,5.1148305,3.5977862,2.73084,88.55654
251,6.0752892,5.160775,3.754884,85.009056
252,6.208641,3.7428598,3.257472,86.79102
253,12.489037,5.5684576,75.699165,6.243338
254,66.51414,4.759507,18.57927,10.147096
255,8.823083,6.4243608,81.72165,3.030912
256,80.72341,2.8433063,9.940667,6.492616
257,9.751355,5.7412043,81.73542,2.7720191
258,12.406646,9.896067,74.538246,3.1590455
259,81.85556,2.9055471,9.994045,5.244852
260,3.41641,87.57327,5.131894,3.8784158
261,5.679242,4.6818385,2.7268202,86.912094
262,5.3667397,3.4194238,2.8376496,88.37618
263,5.473938,4.331748,2.6850765,87.50924
264,3.4770424,87.36912,5.3513722,3.802477
265,8.962127,7.3149333,80.6525,3.07044
266,5.411209,3.7300177,2.9122138,87.946556
267,4.0115185,85.946236,5.5511365,4.491112
268,4.5310073,85.441505,5.44674,4.580743
269,3.9650776,86.23632,6.055676,3.7429247
270,9.171069,6.0776844,82.16404,2.5872037
271,82.160774,3.4752398,9.330337,5.033649
272,6.3006544,4.1931524,3.102999,86.4032
273,3.1211276,88.15042,5.347302,3.3811536
274,3.2556407,87.92479,4.889971,3.9295933
275,5.6814647,4.4372315,3.6458879,86.23541
276,5.847881,3.5121148,3.1202433,87.51976
277,80.46713,3.7823505,9.719266,6.0312543
278,73.94473,4.606844,8.734557,12.713869
279,3.4641483,86.85299,6.051368,3.6314945
280,7.1718597,6.39657,3.7135448,82.718025
281,16.399084,53.555916,12.764213,17.280787
282,67.07378,5.2379494,11.180389,16.507885
283,15.173261,5.842031,9.207326,69.77738
284,8.826646,70.82179,13.258735,7.0928173
285,21.162777,6.261558,8.234183,64.34148
286,14.482911,7.269984,73.52526,4.721844
287,5.3868575,4.2191615,2.9674492,87.42653
288,3.3369052,86.113655,5.9615936,4.5878415
289,7.0423684,78.74185,7.3569627,6.8588166
290,6.6371307,78.178986,8.628855,6.5550275
291,3.9317076,85.63129,6.126989,4.3100176
292,3.1543057,87.488106,4.7068777,4.650716
293,3.4027834,87.45957,5.7541413,3.3834987
294,13.019328,5.3501606,75.84386,5.7866464
295,34.84277,5.589513,53.162045,6.4056664
296,65.88025,3.9520676,18.41785,11.74983
297,81.61147,3.009236,9.223211,6.15608
298,79.473785,4.228828,10.402318,5.8950586
299,76.2364,4.593963,13.596564,5.5730724
300,8.0614,5.2922773,4.293776,82.35255
301,4.2337127,86.26452,5.2380195,4.2637444
302,12.998462,4.849747,79.099884,3.051909
303,3.069411,88.67519,4.778175,3.4772172
304,19.213423,32.454674,22.796038,25.53586
305,14.586806,61.99488,15.448705,7.9696045
306,77.90975,4.4546585,11.813292,5.8222966
307,3.2404904,88.16715,4.985907,3.6064534
308,3.2463443,87.737724,5.505222,3.5107062
309,11.562176,57.68764,10.193487,20.5567
310,12.336859,4.841594,79.28607,3.5354774
311,11.502889,12.298719,71.9335,4.2648883
312,7.8202806,7.2178936,3.7740574,81.18777
313,9.370938,5.820828,82.386055,2.4221811
314,27.365082,14.219586,46.491703,11.923626
315,14.80812,13.656434,66.17871,5.3567343
316,78.92935,3.3788946,9.790902,7.9008446
317,3.3212256,86.781136,4.514668,5.382968
318,5.974436,5.2201166,2.6203837,86.18507
319,82.89021,3.0363483,8.810954,5.262489
320,26.255157,6.6647835,61.786903,5.293158
321,70.69191,6.835458,16.210403,6.262228
322,17.48992,7.456579,71.68234,3.3711634
323,81.01407,3.471609,8.981316,6.533
324,10.908436,9.85198,75.6488,3.590787
325,81.84003,3.0515532,9.484181,5.6242347
326,62.150158,4.1058784,10.132582,23.611383
327,5.153054,3.8340364,2.7624884,88.25042
328,12.69691,61.847656,13.189694,12.265735
329,72.80221,4.5612345,8.694883,13.941674
330,15.69846,54.392582,13.463312,16.445652
331,78.17131,4.565885,10.347504,6.9152966
332,10.519574,5.789967,81.32317,2.367279
333,9.326598,5.257803,82.655365,2.760243
334,8.020717,4.5213885,3.9985447,83.45935
335,11.295586,5.2268944,80.02177,3.4557533
336,6.8115354,78.761795,8.596987,5.829687
337,5.8652077,79.54318,7.315323,7.2762876
338,3.6876965,86.602325,5.173151,4.5368233
339,5.9143195,3.9433956,2.6263819,87.5159
340,81.778275,3.1068804,8.854286,6.2605567
341,3.7311814,86.403046,5.032653,4.833129
342,12.702661,60.82613,13.933033,12.538169
343,3.5358162,87.1364,4.940107,4.387673
344,67.49264,6.1716957,12.137194,14.198478
345,11.697539,5.531588,77.19943,5.571443
346,17.188473,8.337123,69.992874,4.481526
347,14.757032,60.885654,17.097982,7.2593255
348,17.46075,8.545919,38.061306,35.932026
349,10.350372,4.853797,82.197586,2.5982487
350,12.039987,7.461331,77.50166,2.9970226
351,78.22488,3.509584,12.611047,5.654495
352,18.34241,7.226652,70.0266,4.4043345
353,76.047935,3.8077037,10.521938,9.622425
354,3.0368657,88.25083,4.9614964,3.750804
355,17.14423,14.112872,64.89897,3.843922
356,80.147736,3.2081425,8.914232,7.7298856
357,9.087288,6.0648775,82.34692,2.5009174
358,72.690674,3.5210843,13.665922,10.122323
359,10.41077,5.1652446,4.7941837,79.6298
360,81.75078,3.1895988,8.52392,6.535715
361,3.9348133,85.774155,6.9711537,3.3198833
362,3.5079877,87.43053,5.362766,3.69872
363,11.646545,18.382195,8.740954,61.23031
364,74.20686,5.695593,12.543157,7.554392
365,78.51275,4.1686893,12.467932,4.850625
366,3.1517835,87.98396,5.1868863,3.6773682
367,79.05093,3.4508407,11.370722,6.127506
368,46.676746,16.803211,27.656189,8.863856
369,33.321064,10.705974,45.735622,10.237339
370,79.21245,4.545531,10.295134,5.9468884
371,6.501583,5.094885,3.134799,85.26873
372,67.756546,6.163457,11.045423,15.034575
373,18.951344,6.250786,11.288979,63.508884
374,10.45668,6.357777,79.21477,3.9707785
375,6.358906,3.7529945,3.3216608,86.56644
376,11.87876,62.838436,16.975218,8.307579
377,5.8287644,3.8288667,2.8940043,87.448364
378,45.89516,7.944364,27.108461,19.052011
379,79.56563,3.6185813,9.065316,7.7504845
380,7.678894,4.3123603,3.2025714,84.806175
381,16.854485,5.109907,72.17961,5.8560014
382,4.5046124,82.99224,8.523059,3.9800894
383,79.76496,2.9520168,10.946164,6.33685
384,10.826313,5.899178,80.6269,2.6476047
385,8.482602,55.269753,23.825243,12.422398
386,9.125971,5.579586,82.71938,2.5750632
387,76.89268,4.7826095,11.984955,6.33975
388,9.298973,6.0503635,81.91045,2.74021
389,56.786465,4.8876157,12.572059,25.753857
390,10.447765,69.45778,10.258564,9.835887
391,5.887665,3.412959,3.2446444,87.454735
392,21.092388,19.607178,52.05391,7.2465277
393,6.4715853,4.8192005,2.8335447,85.87566
394,80.95271,3.2038379,8.7533655,7.090093
395,61.298836,4.762172,14.05766,19.88133
396,7.511261,69.82099,13.451901,9.21584
397,75.29909,5.7775607,12.488824,6.434535
398,4.5010724,85.09494,6.4833665,3.9206245
399,61.529266,7.0375004,13.069582,18.363646
400,9.843313,5.081305,82.355705,2.7196703
401,6.990839,3.6964848,3.9609923,85.351685
402,13.462864,6.355528,76.95125,3.230368
403,5.543759,4.065817,3.256485,87.13394
404,19.9495,53.828865,13.2963915,12.925248
405,5.6075225,3.4896243,3.0024652,87.90039
406,82.670906,3.0943325,8.58583,5.648934
407,5.6992073,4.835274,2.9711843,86.49433
408,10.7115,6.92375,77.02384,5.3409142
409,5.412567,3.5245366,2.7640767,88.29882
410,5.0214186,3.6688108,2.6105328,88.69924
411,6.650115,4.8723054,3.2751586,85.20242
412,6.447861,6.9362283,3.2101367,83.40577
413,72.07167,3.747261,12.746218,11.434853
414,79.520256,3.8901944,9.168124,7.421435
415,5.697354,4.0492024,2.8142521,87.43919
416,10.833988,8.857281,77.452576,2.8561594
417,32.949944,8.377861,54.44269,4.2295055
418,81.889,3.0173388,8.614589,6.47908
419,6.58503,75.61958,6.5206103,11.274771
420,72.01626,4.752879,17.200848,6.0300183
421,15.58014,5.513814,75.481125,3.4249232
422,5.55603,3.9720402,2.7984211,87.6735
423,6.647195,5.6818595,3.3103461,84.360596
424,12.06359,6.887313,10.402888,70.6462
425,59.202663,10.909617,22.059206,7.8285084
426,44.55912,4.1488485,17.060709,34.231323
427,78.29454,2.7458434,12.076515,6.883114
428,3.6014516,82.756,9.192408,4.4501476
429,6.2922583,78.81959,7.3747516,7.5133963
430,60.265263,7.7774515,10.787138,21.17015
431,4.254607,85.62368,5.429851,4.691854
432,3.4882517,87.426025,5.524076,3.5616412
433,21.780392,8.630557,63.548817,6.0402308
434,18.834015,4.802541,6.7619214,69.60152
435,7.9663196,75.53274,7.206445,9.29449
436,3.075119,87.71466,4.947601,4.26262
437,15.97936,6.3448114,74.591255,3.0845776
438,37.84825,9.093321,27.24866,25.809765
439,14.627147,54.965622,21.225567,9.181663
440,3.1142619,87.931725,4.9353685,4.018643
441,10.078936,7.5497694,79.31949,3.0518103
442,15.429999,36.505463,39.29295,8.771592
443,47.294834,17.527882,25.293615,9.883668
444,78.49306,4.470096,11.876715,5.160135
445,10.821211,8.602225,77.68769,2.8888645
446,3.3458757,87.41585,5.6112676,3.6270041
447,13.465428,7.165972,76.37136,2.9972398
448,4.6435866,81.96268,7.9840355,5.409693
449,32.69508,5.4830384,54.838753,6.983125
450,10.6483135,5.396423,80.427155,3.5281036
451,11.440912,6.483216,78.03799,4.037875
452,60.982185,4.6175303,9.084029,25.316254
453,60.772503,9.445332,22.498388,7.283775
454,10.855724,5.58789,81.16732,2.389065
455,72.940605,5.717697,16.090338,5.251358
456,80.885475,3.757129,9.922764,5.4346313
457,12.507467,4.190059,80.2589,3.0435653
458,8.574841,7.469238,80.11762,3.8383007
459,6.915005,3.571715,3.9856381,85.52764
460,3.0547485,88.09916,4.6876106,4.158484
461,8.095518,74.521645,8.636412,8.746417
462,82.13505,3.3290083,8.538139,5.9978104
463,6.7015557,4.862589,3.4484851,84.98737
464,56.66684,5.1809883,10.836961,27.315212
465,58.23856,6.912665,29.141558,5.707218
466,13.099505,6.4144874,75.07507,5.4109344
467,82.8784,3.020194,8.890167,5.2112393
468,15.880628,8.640117,72.50263,2.9766214
469,5.997407,3.9695852,3.1079528,86.92506
470,4.5496497,82.84696,8.341585,4.261803
471,6.413983,4.7090554,2.6851585,86.1918
472,6.556829,3.6443033,3.695652,86.10321
473,10.668273,8.651345,77.41916,3.261219
474,5.773727,4.2534895,2.6906826,87.282104
475,80.86307,2.8099523,10.516969,5.810004
476,71.68815,5.6010966,17.173712,5.537052
477,3.1512737,88.8067,4.521522,3.5205054
478,11.97871,9.14848,74.30557,4.5672364
479,34.86804,27.90078,26.631207,10.599973
480,5.410443,4.02622,2.570459,87.99288
481,7.0886164,5.8409667,3.205545,83.86487
482,39.67926,7.739442,44.26539,8.3159
483,72.883446,3.770517,13.62564,9.720402
484,10.417372,7.604942,78.95799,3.019693
485,3.3307047,87.47046,5.5113263,3.6875038
486,7.1036315,4.510944,3.2469683,85.13845
487,14.434881,11.174325,70.1959,4.1948905
488,81.65243,3.1140318,9.891273,5.3422637
489,47.805843,4.9178576,13.596517,33.679783
490,4.938844,83.4501,8.02987,3.5811853
491,15.624556,5.4353466,73.524765,5.4153333
492,81.4927,3.351891,8.866323,6.2890825
493,28.469116,5.769287,54.86672,10.894876
494,59.064102,4.424159,12.050798,24.460947
495,6.7360306,5.505012,3.1188812,84.64008
496,71.66717,6.6508703,14.064908,7.617052
497,26.526817,22.271479,27.461124,23.740582
498,28.77489,8.120762,55.242393,7.861957
499,24.893631,39.555016,21.969574,13.581775
500,26.763258,6.9297857,23.05816,43.2488
501,11.826795,16.375286,67.4558,4.3421183
502,16.501905,7.631009,72.7422,3.1248853
503,6.55841,3.9611413,2.7589345,86.72151
504,14.421433,9.796267,71.91033,3.8719687
505,3.4456325,83.98152,8.334299,4.238552
506,5.4288754,3.4681683,2.9849908,88.117966
507,13.28952,4.8218446,76.617256,5.271374
508,4.8140445,82.0741,6.9242744,6.18759
509,4.327761,84.9137,5.60938,5.149166
510,5.9306974,3.9126806,2.9186985,87.237915
511,14.583996,7.4546657,9.876105,68.085236
512,15.650045,26.318895,40.184216,17.84684
513,81.333015,3.0038142,8.772627,6.890546
514,5.4173255,5.61926,2.6949918,86.26842
515,8.870905,6.404143,82.01234,2.7126071
516,3.0709941,86.77242,5.7644067,4.392169
517,79.22668,3.712292,8.349609,8.711414
518,13.539775,54.261227,16.323786,15.875218
519,6.3220196,5.264627,2.6058762,85.80748
520,12.327828,8.605952,75.42988,3.636343
521,5.4250946,81.076584,9.106876,4.3914404
522,17.578728,6.2994146,67.51667,8.605192
523,6.015607,3.3662226,3.191956,87.426216
524,3.2923262,88.32778,4.5545588,3.8253312
525,8.090287,3.4264472,3.1203058,85.36296
526,10.438363,6.458646,79.13562,3.967368
527,7.819536,4.941978,3.9425817,83.2959
528,76.63972,4.7684436,12.019542,6.572289
529,5.825173,79.812775,5.6788254,8.683227
530,7.1117744,5.0954,3.9681687,83.82465
531,8.295167,5.7355776,4.4571543,81.5121
532,8.773434,5.019916,83.4754,2.7312453
533,3.568277,86.943535,6.16014,3.3280425
534,14.500776,8.320606,73.79387,3.3847497
535,6.273296,4.9301972,4.1299815,84.66652
536,74.03048,4.971839,13.755013,7.242681
537,81.36775,3.1177762,9.131895,6.3825703
538,3.9435716,85.509674,5.406072,5.140684
539,82.212105,3.0383847,9.413406,5.3360972
540,17.894964,5.390784,12.03046,64.68379
541,3.212136,87.36209,5.8688374,3.5569339
542,3.138735,88.557274,4.5412974,3.7626867
543,8.591368,5.905189,82.85861,2.6448336
544,7.006241,5.0944066,3.2310777,84.66828
545,79.321205,3.2664115,9.064725,8.347657
546,5.575855,3.2451205,2.7537735,88.425255
547,9.04209,26.8713,7.977744,56.108864
548,5.301638,4.0825467,2.565472,88.05034
549,6.1255703,3.7513602,2.8463514,87.27672
550,8.692392,5.8272796,82.787254,2.6930761
551,6.592503,3.6427968,2.9431422,86.821556
552,25.563011,4.171013,60.449738,9.816237
553,9.851853,5.480791,82.15056,2.5167952
554,74.591286,5.2900176,14.454039,5.664659
555,16.712929,9.5384245,70.212616,3.5360317
556,78.60409,4.2069087,11.307272,5.881729
557,3.1647243,88.53615,4.8173175,3.4818094
558,41.497677,6.5964913,45.8289,6.076937
559,6.8383136,4.844433,2.874071,85.443184
560,6.056206,3.646966,3.392317,86.90451
561,5.854173,4.9058537,3.4993746,85.74059
562,81.60829,3.0396729,9.67418,5.677852
563,82.68078,3.1555407,9.012399,5.151281
564,3.5636413,87.48114,5.469227,3.4859896
565,79.92894,3.1663754,9.212833,7.6918497
566,3.0755954,88.46363,5.015546,3.44522
567,76.58068,4.491811,9.749307,9.178211
568,9.019516,4.970481,4.7892256,81.22078
569,6.558478,5.188859,2.5660813,85.68658
570,10.951551,69.73088,11.942696,7.374879
571,5.3239465,4.348943,2.6920843,87.635025
572,30.808243,13.7571335,50.15648,5.27814
573,82.69918,3.0794914,8.837229,5.384095
574,3.2909842,87.43562,5.861498,3.411895
575,67.27342,6.4358377,19.149729,7.141005
576,5.131718,79.80516,10.667264,4.395859
577,4.1187234,85.17999,6.4143667,4.286915
578,11.476332,7.051367,77.913376,3.558919
579,61.421116,11.953911,16.407133,10.217838
580,10.41805,5.9323363,80.998344,2.6512644
581,10.35362,4.7214727,81.829796,3.0951133
582,10.006346,71.19952,13.742016,5.052123
583,73.3677,5.9122567,10.35602,10.36403
584,3.5361905,87.575134,4.5705514,4.3181286
585,8.622941,6.2167873,82.05326,3.1070101
586,7.626964,78.47153,7.7342353,6.1672683
587,12.523988,9.59687,74.41617,3.4629781
588,81.09228,2.9729981,9.216583,6.718149
589,79.828415,3.8465362,11.30736,5.017685
590,18.81683,41.61838,23.554852,16.009941
591,15.747896,29.582422,11.92693,42.74275
592,4.1617947,85.27171,5.2668157,5.29967
593,8.810576,8.288893,79.38059,3.5199392
594,23.597427,5.661585,66.477165,4.263831
595,9.906487,6.171844,81.15023,2.7714412
596,14.802696,62.77772,12.950455,9.46913
597,4.19557,85.42592,5.6826034,4.6959124
598,6.7690716,3.7024076,3.5288398,85.99968
599,3.048956,88.619675,4.9798045,3.3515613
600,3.1254773,88.01421,5.467167,3.3931327
601,5.309534,4.5911307,2.9063306,87.193
