,2,3,4
Lasso,0.3393051961183183,0.5113747633892524,0.6815760701142427
Std Lasso,0.061286372747416926,0.057051067011583204,0.03369780805108299
VAE,0.18920983528288363,0.2642862258295537,0.3234041537359754
Std VAE,0.07197380250690841,0.0627490896947985,0.02291538272897559
