,2,3,4
Lasso,0.3357830984467041,0.5170992861724084,0.6842992154311106
Std Lasso,0.05778708513319207,0.054192106374660626,0.031024686796993432
VAE,0.11547624731439486,0.17789567915970395,0.23015874910479853
Std VAE,0.06545490221052556,0.06057832574221496,0.03289660100533534
